PREPRINT_DOI,CITATION_INTERVAL,CITATIONS,LOG_CITATIONS
10.1101/107557,0,0,0
10.1101/107557,1,0,0
10.1101/107557,2,0,0
10.1101/107565,-3,0,0
10.1101/107565,-2,0,0
10.1101/107565,-1,0,0
10.1101/107565,0,0,0
10.1101/107565,1,0,0
10.1101/107565,2,0,0
10.1101/107565,3,0,0
10.1101/107565,4,0,0
10.1101/107565,5,0,0
10.1101/107565,6,0,0
10.1101/107565,7,0,0
10.1101/107573,-6,0,0
10.1101/107573,-5,0,0
10.1101/107573,-4,0,0
10.1101/107573,-3,0,0
10.1101/107573,-2,0,0
10.1101/107573,-1,0,0
10.1101/107573,0,0,0
10.1101/107573,1,0,0
10.1101/107573,2,0,0
10.1101/107573,3,0,0
10.1101/107573,4,0,0
10.1101/107599,-5,0,0
10.1101/107599,-4,0,0
10.1101/107599,-3,0,0
10.1101/107599,-2,0,0
10.1101/107599,-1,1,0.6931471805599453
10.1101/107599,0,0,0
10.1101/107599,1,0,0
10.1101/107599,2,0,0
10.1101/107599,3,0,0
10.1101/107599,4,0,0
10.1101/107599,5,0,0
10.1101/107607,-7,0,0
10.1101/107607,-6,0,0
10.1101/107607,-5,0,0
10.1101/107607,-4,0,0
10.1101/107607,-3,0,0
10.1101/107607,-2,0,0
10.1101/107607,-1,0,0
10.1101/107607,0,1,0.6931471805599453
10.1101/107607,1,0,0
10.1101/107607,2,0,0
10.1101/107607,3,0,0
10.1101/107631,-9,0,0
10.1101/107631,-8,0,0
10.1101/107631,-7,0,0
10.1101/107631,-6,0,0
10.1101/107631,-5,0,0
10.1101/107631,-4,0,0
10.1101/107631,-3,0,0
10.1101/107631,-2,0,0
10.1101/107631,-1,0,0
10.1101/107631,0,1,0.6931471805599453
10.1101/107631,1,0,0
10.1101/107649,-6,0,0
10.1101/107649,-5,0,0
10.1101/107649,-4,0,0
10.1101/107649,-3,0,0
10.1101/107649,-2,0,0
10.1101/107649,-1,0,0
10.1101/107649,0,0,0
10.1101/107649,1,0,0
10.1101/107649,2,0,0
10.1101/107649,3,0,0
10.1101/107649,4,0,0
10.1101/107722,-4,0,0
10.1101/107722,-3,0,0
10.1101/107722,-2,0,0
10.1101/107722,-1,0,0
10.1101/107722,0,0,0
10.1101/107722,1,0,0
10.1101/107722,2,0,0
10.1101/107722,3,0,0
10.1101/107722,4,0,0
10.1101/107722,5,0,0
10.1101/107722,6,0,0
10.1101/107771,-7,0,0
10.1101/107771,-6,0,0
10.1101/107771,-5,0,0
10.1101/107771,-4,0,0
10.1101/107771,-3,0,0
10.1101/107771,-2,0,0
10.1101/107771,-1,0,0
10.1101/107771,0,0,0
10.1101/107771,1,0,0
10.1101/107771,2,0,0
10.1101/107771,3,0,0
10.1101/107797,-8,0,0
10.1101/107797,-7,0,0
10.1101/107797,-6,0,0
10.1101/107797,-5,0,0
10.1101/107797,-4,0,0
10.1101/107797,-3,0,0
10.1101/107797,-2,0,0
10.1101/107797,-1,0,0
10.1101/107797,0,0,0
10.1101/107797,1,0,0
10.1101/107797,2,0,0
10.1101/107805,-5,0,0
10.1101/107805,-4,0,0
10.1101/107805,-3,1,0.6931471805599453
10.1101/107805,-2,0,0
10.1101/107805,-1,0,0
10.1101/107805,0,0,0
10.1101/107805,1,0,0
10.1101/107805,2,0,0
10.1101/107805,3,0,0
10.1101/107805,4,0,0
10.1101/107805,5,0,0
10.1101/107821,-3,0,0
10.1101/107821,-2,0,0
10.1101/107821,-1,0,0
10.1101/107821,0,0,0
10.1101/107821,1,0,0
10.1101/107821,2,0,0
10.1101/107821,3,0,0
10.1101/107821,4,0,0
10.1101/107821,5,0,0
10.1101/107821,6,0,0
10.1101/107821,7,0,0
10.1101/107870,0,0,0
10.1101/107870,1,0,0
10.1101/107870,2,0,0
10.1101/107870,3,0,0
10.1101/107870,4,0,0
10.1101/107870,5,0,0
10.1101/107870,6,0,0
10.1101/107870,7,0,0
10.1101/107870,8,0,0
10.1101/107870,9,0,0
10.1101/107870,10,0,0
10.1101/107888,-1,0,0
10.1101/107888,0,0,0
10.1101/107888,1,0,0
10.1101/107888,2,0,0
10.1101/107888,3,0,0
10.1101/107888,4,0,0
10.1101/107888,5,0,0
10.1101/107888,6,0,0
10.1101/107888,7,0,0
10.1101/107888,8,0,0
10.1101/107888,9,0,0
10.1101/107961,-5,0,0
10.1101/107961,-4,0,0
10.1101/107961,-3,0,0
10.1101/107961,-2,0,0
10.1101/107961,-1,0,0
10.1101/107961,0,0,0
10.1101/107961,1,0,0
10.1101/107961,2,0,0
10.1101/107961,3,0,0
10.1101/107961,4,0,0
10.1101/107961,5,0,0
10.1101/107995,-10,0,0
10.1101/107995,-9,0,0
10.1101/107995,-8,0,0
10.1101/107995,-7,0,0
10.1101/107995,-6,0,0
10.1101/107995,-5,0,0
10.1101/107995,-4,0,0
10.1101/107995,-3,0,0
10.1101/107995,-2,0,0
10.1101/107995,-1,0,0
10.1101/107995,0,0,0
10.1101/108035,-3,0,0
10.1101/108035,-2,0,0
10.1101/108035,-1,0,0
10.1101/108035,0,0,0
10.1101/108035,1,0,0
10.1101/108035,2,0,0
10.1101/108035,3,0,0
10.1101/108035,4,0,0
10.1101/108035,5,0,0
10.1101/108035,6,0,0
10.1101/108035,7,0,0
10.1101/108043,-7,0,0
10.1101/108043,-6,0,0
10.1101/108043,-5,0,0
10.1101/108043,-4,0,0
10.1101/108043,-3,0,0
10.1101/108043,-2,0,0
10.1101/108043,-1,0,0
10.1101/108043,0,0,0
10.1101/108043,1,0,0
10.1101/108043,2,0,0
10.1101/108043,3,0,0
10.1101/108092,-1,0,0
10.1101/108092,0,0,0
10.1101/108092,1,0,0
10.1101/108092,2,0,0
10.1101/108092,3,0,0
10.1101/108092,4,0,0
10.1101/108092,5,0,0
10.1101/108092,6,0,0
10.1101/108092,7,0,0
10.1101/108092,8,0,0
10.1101/108092,9,0,0
10.1101/108100,-6,0,0
10.1101/108100,-5,0,0
10.1101/108100,-4,0,0
10.1101/108100,-3,0,0
10.1101/108100,-2,0,0
10.1101/108100,-1,1,0.6931471805599453
10.1101/108100,0,0,0
10.1101/108100,1,0,0
10.1101/108100,2,0,0
10.1101/108100,3,1,0.6931471805599453
10.1101/108100,4,0,0
10.1101/108142,-5,0,0
10.1101/108142,-4,0,0
10.1101/108142,-3,0,0
10.1101/108142,-2,0,0
10.1101/108142,-1,0,0
10.1101/108142,0,0,0
10.1101/108142,1,0,0
10.1101/108142,2,0,0
10.1101/108142,3,0,0
10.1101/108142,4,0,0
10.1101/108142,5,0,0
10.1101/108159,-8,0,0
10.1101/108159,-7,0,0
10.1101/108159,-6,0,0
10.1101/108159,-5,0,0
10.1101/108159,-4,0,0
10.1101/108159,-3,0,0
10.1101/108159,-2,0,0
10.1101/108159,-1,0,0
10.1101/108159,0,0,0
10.1101/108159,1,0,0
10.1101/108159,2,0,0
10.1101/108175,-10,0,0
10.1101/108175,-9,0,0
10.1101/108175,-8,0,0
10.1101/108175,-7,0,0
10.1101/108175,-6,0,0
10.1101/108175,-5,0,0
10.1101/108175,-4,0,0
10.1101/108175,-3,0,0
10.1101/108175,-2,0,0
10.1101/108175,-1,0,0
10.1101/108175,0,0,0
10.1101/108191,-4,0,0
10.1101/108191,-3,0,0
10.1101/108191,-2,0,0
10.1101/108191,-1,0,0
10.1101/108191,0,0,0
10.1101/108191,1,0,0
10.1101/108191,2,0,0
10.1101/108191,3,0,0
10.1101/108191,4,0,0
10.1101/108191,5,0,0
10.1101/108191,6,0,0
10.1101/108209,-5,0,0
10.1101/108209,-4,0,0
10.1101/108209,-3,0,0
10.1101/108209,-2,0,0
10.1101/108209,-1,1,0.6931471805599453
10.1101/108209,0,0,0
10.1101/108209,1,0,0
10.1101/108209,2,0,0
10.1101/108209,3,0,0
10.1101/108209,4,0,0
10.1101/108209,5,0,0
10.1101/108233,-3,0,0
10.1101/108233,-2,0,0
10.1101/108233,-1,0,0
10.1101/108233,0,0,0
10.1101/108233,1,0,0
10.1101/108233,2,0,0
10.1101/108233,3,0,0
10.1101/108233,4,0,0
10.1101/108233,5,0,0
10.1101/108233,6,0,0
10.1101/108233,7,0,0
10.1101/108274,-7,0,0
10.1101/108274,-6,0,0
10.1101/108274,-5,0,0
10.1101/108274,-4,0,0
10.1101/108274,-3,0,0
10.1101/108274,-2,0,0
10.1101/108274,-1,0,0
10.1101/108274,0,0,0
10.1101/108274,1,0,0
10.1101/108274,2,0,0
10.1101/108274,3,0,0
10.1101/108282,-2,0,0
10.1101/108282,-1,0,0
10.1101/108282,0,0,0
10.1101/108282,1,0,0
10.1101/108282,2,0,0
10.1101/108282,3,0,0
10.1101/108282,4,0,0
10.1101/108282,5,0,0
10.1101/108282,6,0,0
10.1101/108282,7,0,0
10.1101/108282,8,0,0
10.1101/108431,-8,0,0
10.1101/108431,-7,0,0
10.1101/108431,-6,0,0
10.1101/108431,-5,0,0
10.1101/108431,-4,1,0.6931471805599453
10.1101/108431,-3,0,0
10.1101/108431,-2,0,0
10.1101/108431,-1,0,0
10.1101/108431,0,0,0
10.1101/108431,1,0,0
10.1101/108431,2,0,0
10.1101/108464,-1,0,0
10.1101/108464,0,0,0
10.1101/108464,1,0,0
10.1101/108464,2,0,0
10.1101/108464,3,0,0
10.1101/108464,4,0,0
10.1101/108464,5,0,0
10.1101/108464,6,0,0
10.1101/108464,7,0,0
10.1101/108464,8,0,0
10.1101/108464,9,0,0
10.1101/108498,-6,0,0
10.1101/108498,-5,0,0
10.1101/108498,-4,0,0
10.1101/108498,-3,1,0.6931471805599453
10.1101/108498,-2,0,0
10.1101/108498,-1,0,0
10.1101/108498,0,0,0
10.1101/108498,1,0,0
10.1101/108498,2,0,0
10.1101/108498,3,0,0
10.1101/108498,4,0,0
10.1101/108514,-6,0,0
10.1101/108514,-5,0,0
10.1101/108514,-4,0,0
10.1101/108514,-3,0,0
10.1101/108514,-2,0,0
10.1101/108514,-1,0,0
10.1101/108514,0,0,0
10.1101/108514,1,0,0
10.1101/108514,2,0,0
10.1101/108514,3,0,0
10.1101/108514,4,0,0
10.1101/108530,-6,0,0
10.1101/108530,-5,0,0
10.1101/108530,-4,0,0
10.1101/108530,-3,0,0
10.1101/108530,-2,0,0
10.1101/108530,-1,0,0
10.1101/108530,0,0,0
10.1101/108530,1,0,0
10.1101/108530,2,0,0
10.1101/108530,3,0,0
10.1101/108530,4,0,0
10.1101/108555,-8,0,0
10.1101/108555,-7,0,0
10.1101/108555,-6,0,0
10.1101/108555,-5,1,0.6931471805599453
10.1101/108555,-4,0,0
10.1101/108555,-3,1,0.6931471805599453
10.1101/108555,-2,0,0
10.1101/108555,-1,0,0
10.1101/108555,0,0,0
10.1101/108555,1,0,0
10.1101/108555,2,0,0
10.1101/108589,-10,0,0
10.1101/108589,-9,0,0
10.1101/108589,-8,0,0
10.1101/108589,-7,0,0
10.1101/108589,-6,0,0
10.1101/108589,-5,0,0
10.1101/108589,-4,0,0
10.1101/108589,-3,0,0
10.1101/108589,-2,0,0
10.1101/108589,-1,0,0
10.1101/108589,0,0,0
10.1101/108597,-9,0,0
10.1101/108597,-8,0,0
10.1101/108597,-7,0,0
10.1101/108597,-6,0,0
10.1101/108597,-5,0,0
10.1101/108597,-4,0,0
10.1101/108597,-3,0,0
10.1101/108597,-2,0,0
10.1101/108597,-1,2,1.0986122886681098
10.1101/108597,0,0,0
10.1101/108597,1,0,0
10.1101/108639,-9,0,0
10.1101/108639,-8,0,0
10.1101/108639,-7,0,0
10.1101/108639,-6,0,0
10.1101/108639,-5,0,0
10.1101/108639,-4,0,0
10.1101/108639,-3,0,0
10.1101/108639,-2,0,0
10.1101/108639,-1,0,0
10.1101/108639,0,0,0
10.1101/108639,1,0,0
10.1101/108647,-3,0,0
10.1101/108647,-2,0,0
10.1101/108647,-1,0,0
10.1101/108647,0,0,0
10.1101/108647,1,0,0
10.1101/108647,2,0,0
10.1101/108647,3,0,0
10.1101/108647,4,0,0
10.1101/108647,5,0,0
10.1101/108647,6,0,0
10.1101/108647,7,0,0
10.1101/108662,-7,0,0
10.1101/108662,-6,0,0
10.1101/108662,-5,0,0
10.1101/108662,-4,0,0
10.1101/108662,-3,0,0
10.1101/108662,-2,0,0
10.1101/108662,-1,0,0
10.1101/108662,0,0,0
10.1101/108662,1,0,0
10.1101/108662,2,0,0
10.1101/108662,3,0,0
10.1101/108688,-2,0,0
10.1101/108688,-1,0,0
10.1101/108688,0,0,0
10.1101/108688,1,0,0
10.1101/108688,2,0,0
10.1101/108688,3,0,0
10.1101/108688,4,0,0
10.1101/108688,5,0,0
10.1101/108688,6,0,0
10.1101/108688,7,0,0
10.1101/108688,8,0,0
10.1101/108746,-5,0,0
10.1101/108746,-4,0,0
10.1101/108746,-3,0,0
10.1101/108746,-2,0,0
10.1101/108746,-1,0,0
10.1101/108746,0,0,0
10.1101/108746,1,0,0
10.1101/108746,2,0,0
10.1101/108746,3,0,0
10.1101/108746,4,0,0
10.1101/108746,5,0,0
10.1101/108753,-5,0,0
10.1101/108753,-4,0,0
10.1101/108753,-3,0,0
10.1101/108753,-2,0,0
10.1101/108753,-1,0,0
10.1101/108753,0,0,0
10.1101/108753,1,0,0
10.1101/108753,2,0,0
10.1101/108753,3,0,0
10.1101/108753,4,0,0
10.1101/108753,5,0,0
10.1101/108761,-6,0,0
10.1101/108761,-5,0,0
10.1101/108761,-4,0,0
10.1101/108761,-3,0,0
10.1101/108761,-2,0,0
10.1101/108761,-1,0,0
10.1101/108761,0,0,0
10.1101/108761,1,0,0
10.1101/108761,2,0,0
10.1101/108761,3,0,0
10.1101/108761,4,0,0
10.1101/108779,-10,0,0
10.1101/108779,-9,0,0
10.1101/108779,-8,0,0
10.1101/108779,-7,0,0
10.1101/108779,-6,0,0
10.1101/108779,-5,0,0
10.1101/108779,-4,0,0
10.1101/108779,-3,0,0
10.1101/108779,-2,0,0
10.1101/108779,-1,0,0
10.1101/108779,0,0,0
10.1101/108845,-10,0,0
10.1101/108845,-9,0,0
10.1101/108845,-8,0,0
10.1101/108845,-7,0,0
10.1101/108845,-6,0,0
10.1101/108845,-5,0,0
10.1101/108845,-4,0,0
10.1101/108845,-3,0,0
10.1101/108845,-2,0,0
10.1101/108845,-1,0,0
10.1101/108845,0,0,0
10.1101/108878,-9,0,0
10.1101/108878,-8,0,0
10.1101/108878,-7,0,0
10.1101/108878,-6,0,0
10.1101/108878,-5,0,0
10.1101/108878,-4,0,0
10.1101/108878,-3,0,0
10.1101/108878,-2,0,0
10.1101/108878,-1,0,0
10.1101/108878,0,0,0
10.1101/108878,1,0,0
10.1101/108886,-7,0,0
10.1101/108886,-6,0,0
10.1101/108886,-5,0,0
10.1101/108886,-4,0,0
10.1101/108886,-3,0,0
10.1101/108886,-2,0,0
10.1101/108886,-1,0,0
10.1101/108886,0,0,0
10.1101/108886,1,0,0
10.1101/108886,2,0,0
10.1101/108894,-8,0,0
10.1101/108894,-7,0,0
10.1101/108894,-6,0,0
10.1101/108894,-5,0,0
10.1101/108894,-4,0,0
10.1101/108894,-3,0,0
10.1101/108894,-2,0,0
10.1101/108894,-1,0,0
10.1101/108894,0,0,0
10.1101/108894,1,0,0
10.1101/108894,2,0,0
10.1101/108902,-10,0,0
10.1101/108902,-9,0,0
10.1101/108902,-8,0,0
10.1101/108902,-7,0,0
10.1101/108902,-6,0,0
10.1101/108902,-5,0,0
10.1101/108902,-4,0,0
10.1101/108902,-3,0,0
10.1101/108902,-2,0,0
10.1101/108902,-1,0,0
10.1101/108902,0,0,0
10.1101/108910,-6,0,0
10.1101/108910,-5,0,0
10.1101/108910,-4,0,0
10.1101/108910,-3,0,0
10.1101/108910,-2,0,0
10.1101/108910,-1,0,0
10.1101/108910,0,0,0
10.1101/108910,1,0,0
10.1101/108910,2,0,0
10.1101/108910,3,0,0
10.1101/108910,4,0,0
10.1101/108928,-6,0,0
10.1101/108928,-5,0,0
10.1101/108928,-4,0,0
10.1101/108928,-3,0,0
10.1101/108928,-2,0,0
10.1101/108928,-1,0,0
10.1101/108928,0,0,0
10.1101/108928,1,0,0
10.1101/108928,2,0,0
10.1101/108928,3,0,0
10.1101/108928,4,0,0
10.1101/108936,-3,0,0
10.1101/108936,-2,0,0
10.1101/108936,-1,0,0
10.1101/108936,0,0,0
10.1101/108936,1,0,0
10.1101/108936,2,0,0
10.1101/108936,3,0,0
10.1101/108936,4,0,0
10.1101/108936,5,0,0
10.1101/108936,6,0,0
10.1101/108936,7,0,0
10.1101/108985,-10,0,0
10.1101/108985,-9,0,0
10.1101/108985,-8,0,0
10.1101/108985,-7,0,0
10.1101/108985,-6,0,0
10.1101/108985,-5,0,0
10.1101/108985,-4,0,0
10.1101/108985,-3,0,0
10.1101/108985,-2,0,0
10.1101/108985,-1,0,0
10.1101/108985,0,0,0
10.1101/109009,-2,0,0
10.1101/109009,-1,0,0
10.1101/109009,0,0,0
10.1101/109009,1,0,0
10.1101/109009,2,0,0
10.1101/109009,3,0,0
10.1101/109009,4,0,0
10.1101/109009,5,0,0
10.1101/109009,6,0,0
10.1101/109009,7,0,0
10.1101/109009,8,0,0
10.1101/109074,-3,0,0
10.1101/109074,-2,0,0
10.1101/109074,-1,0,0
10.1101/109074,0,0,0
10.1101/109074,1,0,0
10.1101/109074,2,0,0
10.1101/109074,3,0,0
10.1101/109074,4,1,0.6931471805599453
10.1101/109074,5,0,0
10.1101/109074,6,0,0
10.1101/109074,7,0,0
10.1101/109082,-6,0,0
10.1101/109082,-5,0,0
10.1101/109082,-4,0,0
10.1101/109082,-3,0,0
10.1101/109082,-2,0,0
10.1101/109082,-1,0,0
10.1101/109082,0,0,0
10.1101/109082,1,0,0
10.1101/109082,2,0,0
10.1101/109082,3,0,0
10.1101/109082,4,0,0
10.1101/109108,-6,0,0
10.1101/109108,-5,0,0
10.1101/109108,-4,0,0
10.1101/109108,-3,0,0
10.1101/109108,-2,0,0
10.1101/109108,-1,0,0
10.1101/109108,0,0,0
10.1101/109108,1,1,0.6931471805599453
10.1101/109108,2,0,0
10.1101/109108,3,0,0
10.1101/109108,4,0,0
10.1101/109124,-9,0,0
10.1101/109124,-8,0,0
10.1101/109124,-7,0,0
10.1101/109124,-6,0,0
10.1101/109124,-5,0,0
10.1101/109124,-4,0,0
10.1101/109124,-3,0,0
10.1101/109124,-2,0,0
10.1101/109124,-1,0,0
10.1101/109124,0,0,0
10.1101/109124,1,0,0
10.1101/109132,-4,0,0
10.1101/109132,-3,0,0
10.1101/109132,-2,0,0
10.1101/109132,-1,0,0
10.1101/109132,0,0,0
10.1101/109132,1,0,0
10.1101/109132,2,0,0
10.1101/109132,3,0,0
10.1101/109132,4,0,0
10.1101/109132,5,0,0
10.1101/109132,6,0,0
10.1101/109140,-2,0,0
10.1101/109140,-1,0,0
10.1101/109140,0,0,0
10.1101/109140,1,0,0
10.1101/109140,2,1,0.6931471805599453
10.1101/109140,3,0,0
10.1101/109140,4,0,0
10.1101/109140,5,0,0
10.1101/109140,6,0,0
10.1101/109140,7,0,0
10.1101/109140,8,0,0
10.1101/109157,-8,0,0
10.1101/109157,-7,0,0
10.1101/109157,-6,0,0
10.1101/109157,-5,0,0
10.1101/109157,-4,0,0
10.1101/109157,-3,0,0
10.1101/109157,-2,0,0
10.1101/109157,-1,0,0
10.1101/109157,0,0,0
10.1101/109157,1,0,0
10.1101/109157,2,0,0
10.1101/109207,-6,0,0
10.1101/109207,-5,0,0
10.1101/109207,-4,0,0
10.1101/109207,-3,0,0
10.1101/109207,-2,0,0
10.1101/109207,-1,0,0
10.1101/109207,0,0,0
10.1101/109207,1,0,0
10.1101/109207,2,0,0
10.1101/109207,3,0,0
10.1101/109207,4,0,0
10.1101/109215,-6,0,0
10.1101/109215,-5,0,0
10.1101/109215,-4,0,0
10.1101/109215,-3,0,0
10.1101/109215,-2,0,0
10.1101/109215,-1,0,0
10.1101/109215,0,0,0
10.1101/109215,1,0,0
10.1101/109215,2,0,0
10.1101/109215,3,0,0
10.1101/109215,4,0,0
10.1101/109223,-8,0,0
10.1101/109223,-7,0,0
10.1101/109223,-6,0,0
10.1101/109223,-5,0,0
10.1101/109223,-4,0,0
10.1101/109223,-3,0,0
10.1101/109223,-2,0,0
10.1101/109223,-1,0,0
10.1101/109223,0,0,0
10.1101/109223,1,0,0
10.1101/109223,2,0,0
10.1101/109256,-2,0,0
10.1101/109256,-1,0,0
10.1101/109256,0,0,0
10.1101/109256,1,0,0
10.1101/109256,2,0,0
10.1101/109256,3,0,0
10.1101/109256,4,0,0
10.1101/109256,5,0,0
10.1101/109256,6,0,0
10.1101/109256,7,0,0
10.1101/109256,8,0,0
10.1101/109264,-9,0,0
10.1101/109264,-8,0,0
10.1101/109264,-7,0,0
10.1101/109264,-6,0,0
10.1101/109264,-5,0,0
10.1101/109264,-4,0,0
10.1101/109264,-3,0,0
10.1101/109264,-2,0,0
10.1101/109264,-1,0,0
10.1101/109264,0,0,0
10.1101/109264,1,0,0
10.1101/109272,-2,0,0
10.1101/109272,-1,0,0
10.1101/109272,0,0,0
10.1101/109272,1,1,0.6931471805599453
10.1101/109272,2,0,0
10.1101/109272,3,0,0
10.1101/109272,4,0,0
10.1101/109272,5,0,0
10.1101/109272,6,0,0
10.1101/109272,7,0,0
10.1101/109272,8,0,0
10.1101/109306,-3,0,0
10.1101/109306,-2,0,0
10.1101/109306,-1,0,0
10.1101/109306,0,0,0
10.1101/109306,1,0,0
10.1101/109306,2,0,0
10.1101/109306,3,0,0
10.1101/109306,4,0,0
10.1101/109306,5,0,0
10.1101/109306,6,0,0
10.1101/109306,7,0,0
10.1101/109330,-10,0,0
10.1101/109330,-9,0,0
10.1101/109330,-8,0,0
10.1101/109330,-7,0,0
10.1101/109330,-6,0,0
10.1101/109330,-5,0,0
10.1101/109330,-4,0,0
10.1101/109330,-3,0,0
10.1101/109330,-2,0,0
10.1101/109330,-1,0,0
10.1101/109330,0,0,0
10.1101/109363,-2,0,0
10.1101/109363,-1,0,0
10.1101/109363,0,0,0
10.1101/109363,1,0,0
10.1101/109363,2,0,0
10.1101/109363,3,0,0
10.1101/109363,4,0,0
10.1101/109363,5,0,0
10.1101/109363,6,0,0
10.1101/109363,7,0,0
10.1101/109363,8,0,0
10.1101/109389,-9,0,0
10.1101/109389,-8,0,0
10.1101/109389,-7,0,0
10.1101/109389,-6,1,0.6931471805599453
10.1101/109389,-5,0,0
10.1101/109389,-4,0,0
10.1101/109389,-3,0,0
10.1101/109389,-2,0,0
10.1101/109389,-1,0,0
10.1101/109389,0,0,0
10.1101/109389,1,0,0
10.1101/109397,-9,0,0
10.1101/109397,-8,0,0
10.1101/109397,-7,0,0
10.1101/109397,-6,0,0
10.1101/109397,-5,0,0
10.1101/109397,-4,0,0
10.1101/109397,-3,0,0
10.1101/109397,-2,0,0
10.1101/109397,-1,0,0
10.1101/109397,0,0,0
10.1101/109397,1,0,0
10.1101/109439,-7,0,0
10.1101/109439,-6,0,0
10.1101/109439,-5,0,0
10.1101/109439,-4,0,0
10.1101/109439,-3,0,0
10.1101/109439,-2,0,0
10.1101/109439,-1,0,0
10.1101/109439,0,0,0
10.1101/109439,1,0,0
10.1101/109439,2,0,0
10.1101/109439,3,0,0
10.1101/109470,-2,0,0
10.1101/109470,-1,0,0
10.1101/109470,0,0,0
10.1101/109470,1,0,0
10.1101/109470,2,0,0
10.1101/109470,3,0,0
10.1101/109470,4,0,0
10.1101/109470,5,0,0
10.1101/109470,6,0,0
10.1101/109470,7,0,0
10.1101/109470,8,0,0
10.1101/109488,-4,0,0
10.1101/109488,-3,0,0
10.1101/109488,-2,0,0
10.1101/109488,-1,0,0
10.1101/109488,0,0,0
10.1101/109488,1,0,0
10.1101/109488,2,0,0
10.1101/109488,3,0,0
10.1101/109488,4,0,0
10.1101/109488,5,0,0
10.1101/109488,6,0,0
10.1101/109512,-6,0,0
10.1101/109512,-5,0,0
10.1101/109512,-4,0,0
10.1101/109512,-3,0,0
10.1101/109512,-2,0,0
10.1101/109512,-1,0,0
10.1101/109512,0,0,0
10.1101/109512,1,0,0
10.1101/109512,2,0,0
10.1101/109512,3,0,0
10.1101/109512,4,0,0
10.1101/109520,-10,0,0
10.1101/109520,-9,0,0
10.1101/109520,-8,1,0.6931471805599453
10.1101/109520,-7,0,0
10.1101/109520,-6,0,0
10.1101/109520,-5,0,0
10.1101/109520,-4,0,0
10.1101/109520,-3,0,0
10.1101/109520,-2,0,0
10.1101/109520,-1,0,0
10.1101/109520,0,0,0
10.1101/109587,-2,0,0
10.1101/109587,-1,0,0
10.1101/109587,0,0,0
10.1101/109587,1,0,0
10.1101/109587,2,0,0
10.1101/109587,3,0,0
10.1101/109587,4,0,0
10.1101/109587,5,0,0
10.1101/109587,6,0,0
10.1101/109587,7,0,0
10.1101/109587,8,0,0
10.1101/109595,-4,0,0
10.1101/109595,-3,0,0
10.1101/109595,-2,0,0
10.1101/109595,-1,0,0
10.1101/109595,0,0,0
10.1101/109595,1,0,0
10.1101/109595,2,0,0
10.1101/109595,3,0,0
10.1101/109595,4,0,0
10.1101/109595,5,0,0
10.1101/109595,6,0,0
10.1101/109603,-7,0,0
10.1101/109603,-6,0,0
10.1101/109603,-5,0,0
10.1101/109603,-4,0,0
10.1101/109603,-3,0,0
10.1101/109603,-2,0,0
10.1101/109603,-1,0,0
10.1101/109603,0,0,0
10.1101/109603,1,0,0
10.1101/109603,2,0,0
10.1101/109603,3,0,0
10.1101/109629,-2,0,0
10.1101/109629,-1,0,0
10.1101/109629,0,0,0
10.1101/109629,1,0,0
10.1101/109629,2,0,0
10.1101/109629,3,0,0
10.1101/109629,4,0,0
10.1101/109629,5,0,0
10.1101/109629,6,0,0
10.1101/109629,7,0,0
10.1101/109629,8,0,0
10.1101/109645,-6,0,0
10.1101/109645,-5,0,0
10.1101/109645,-4,0,0
10.1101/109645,-3,0,0
10.1101/109645,-2,0,0
10.1101/109645,-1,0,0
10.1101/109645,0,0,0
10.1101/109645,1,0,0
10.1101/109645,2,0,0
10.1101/109645,3,0,0
10.1101/109645,4,0,0
10.1101/109660,-1,0,0
10.1101/109660,0,0,0
10.1101/109660,1,0,0
10.1101/109660,2,0,0
10.1101/109660,3,0,0
10.1101/109660,4,0,0
10.1101/109660,5,0,0
10.1101/109660,6,0,0
10.1101/109660,7,0,0
10.1101/109660,8,0,0
10.1101/109660,9,0,0
10.1101/109678,-5,0,0
10.1101/109678,-4,0,0
10.1101/109678,-3,0,0
10.1101/109678,-2,0,0
10.1101/109678,-1,0,0
10.1101/109678,0,0,0
10.1101/109678,1,0,0
10.1101/109678,2,0,0
10.1101/109678,3,0,0
10.1101/109678,4,0,0
10.1101/109678,5,0,0
10.1101/109686,-3,0,0
10.1101/109686,-2,0,0
10.1101/109686,-1,0,0
10.1101/109686,0,0,0
10.1101/109686,1,0,0
10.1101/109686,2,0,0
10.1101/109686,3,0,0
10.1101/109686,4,0,0
10.1101/109686,5,0,0
10.1101/109686,6,0,0
10.1101/109686,7,0,0
10.1101/109728,-3,0,0
10.1101/109728,-2,0,0
10.1101/109728,-1,0,0
10.1101/109728,0,0,0
10.1101/109728,1,0,0
10.1101/109728,2,0,0
10.1101/109728,3,0,0
10.1101/109728,4,0,0
10.1101/109728,5,0,0
10.1101/109728,6,0,0
10.1101/109728,7,0,0
10.1101/109777,-7,0,0
10.1101/109777,-6,0,0
10.1101/109777,-5,0,0
10.1101/109777,-4,0,0
10.1101/109777,-3,0,0
10.1101/109777,-2,0,0
10.1101/109777,-1,0,0
10.1101/109777,0,0,0
10.1101/109777,1,0,0
10.1101/109777,2,0,0
10.1101/109777,3,0,0
10.1101/109793,-5,0,0
10.1101/109793,-4,0,0
10.1101/109793,-3,0,0
10.1101/109793,-2,0,0
10.1101/109793,-1,0,0
