TYPE,PCT_HAS_ALTMETRIC,TWEETS_N,TWEETS_MEAN,TWEETS_95CI,FEEDS_N,FEEDS_MEAN,FEEDS_95CI,MSM_N,MSM_MEAN,MSM_95CI,POLICIES_N,POLICIES_MEAN,POLICIES_95CI,WIKIPEDIA_N,WIKIPEDIA_MEAN,WIKIPEDIA_95CI,MENDELEY_N,MENDELEY_MEAN,MENDELEY_95CI
Preprint,99.67623799161403,18841,2.6646110631647684,0.01321806977351115,18841,0.1973331825466988,0.0050948260451454735,18841,0.03533020144529928,0.003403468528192536,18841,8.891945952494597e-4,3.6763009290287347e-4,18841,0.0035543268453856434,8.64364453253821e-4,18841,1.459373652579105,0.0192178386756634
