"PREPRINT_DOI","HAS_ALTMETRIC","ALT_SCORE","ALT_TWEETS","ALT_FEEDS","ALT_MSM","ALT_POLICIES","ALT_WIKIPEDIA","ALT_MENDELEY"
"10.1101/185678",TRUE,4,9,0,0,0,0,0
"10.1101/185868",TRUE,15.634,21,1,0,0,0,1
"10.1101/185520",TRUE,0.75,3,0,0,0,0,0
"10.1101/185710",TRUE,1.85,5,0,0,0,0,4
"10.1101/185876",TRUE,3.5,6,0,0,0,0,0
"10.1101/185942",TRUE,2.5,6,0,0,0,0,0
"10.1101/185892",TRUE,76.212,112,2,0,0,0,46
"10.1101/185785",TRUE,2.1,6,0,0,0,0,0
"10.1101/185603",TRUE,5.85,14,0,0,0,0,0
"10.1101/185454",TRUE,31.4,53,0,0,0,0,17
"10.1101/185413",TRUE,12.184,10,1,0,0,0,0
"10.1101/185660",TRUE,10.434,8,1,0,0,0,0
"10.1101/186072",TRUE,4.95,10,0,0,0,0,0
"10.1101/184135",TRUE,21.484,25,1,0,0,0,27
"10.1101/185744",TRUE,15.55,28,0,0,0,0,21
"10.1101/184234",TRUE,18.65,37,0,0,0,0,3
"10.1101/185827",TRUE,8.184,3,1,0,0,0,0
"10.1101/186270",TRUE,19.85,38,0,0,0,0,6
"10.1101/185512",TRUE,2,4,0,0,0,0,7
"10.1101/181826",TRUE,22.08,31,1,0,0,0,0
"10.1101/186403",TRUE,1.75,4,0,0,0,0,0
"10.1101/186387",TRUE,11.6,21,0,0,0,0,41
"10.1101/186528",TRUE,22.9,44,0,0,0,0,9
"10.1101/186338",TRUE,35.024,11,2,2,0,0,0
"10.1101/186239",TRUE,2.1,5,0,0,0,0,7
"10.1101/186213",TRUE,5.7,15,0,0,0,0,4
"10.1101/186031",TRUE,7.2,15,0,0,0,0,2
"10.1101/185041",TRUE,3.85,9,0,0,0,0,9
"10.1101/186254",TRUE,4.35,11,0,0,0,0,0
"10.1101/185579",TRUE,2.5,6,0,0,0,0,2
"10.1101/186395",TRUE,8.534,3,1,0,0,0,9
"10.1101/186205",TRUE,1,4,0,0,0,0,0
"10.1101/186288",TRUE,17,37,0,0,0,0,19
"10.1101/186585",TRUE,7.95,19,0,0,0,0,8
"10.1101/186163",TRUE,1.6,4,0,0,0,0,5
"10.1101/186437",TRUE,26.234,34,1,0,0,0,18
"10.1101/186197",TRUE,17.284,18,1,0,0,0,6
"10.1101/186262",TRUE,5.25,12,0,0,0,0,0
"10.1101/186320",TRUE,17.55,34,0,0,0,0,0
"10.1101/186155",TRUE,16.78,18,1,0,0,0,11
"10.1101/186346",TRUE,9.7,19,0,0,0,0,0
"10.1101/186122",TRUE,5.25,13,0,0,0,0,8
"10.1101/184432",TRUE,2.75,10,0,0,0,0,0
"10.1101/186676",TRUE,1.5,5,0,0,0,0,0
"10.1101/186478",TRUE,6.7,15,0,0,0,0,6
"10.1101/186544",TRUE,17.25,33,0,0,0,0,20
"10.1101/186452",TRUE,9.65,17,0,0,0,0,17
"10.1101/186551",TRUE,6.85,13,0,0,0,0,6
"10.1101/186536",TRUE,3.5,8,0,0,0,0,0
"10.1101/186734",TRUE,3.85,9,0,0,0,0,10
"10.1101/186569",TRUE,32.33,3,1,3,0,0,13
"10.1101/134288",TRUE,4,12,0,0,0,0,0
"10.1101/186502",TRUE,68.5,129,0,0,0,0,26
"10.1101/187054",TRUE,15.1,36,0,0,0,0,16
"10.1101/187013",TRUE,6,17,0,0,0,0,0
"10.1101/185595",TRUE,4.6,12,0,0,0,0,0
"10.1101/180398",TRUE,23.55,34,0,0,0,1,4
"10.1101/186866",TRUE,11.784,10,1,0,0,0,6
"10.1101/186635",TRUE,2.25,7,0,0,0,0,7
"10.1101/186700",TRUE,26.43,41,1,0,0,0,6
"10.1101/186817",TRUE,38.35,74,0,0,0,0,66
"10.1101/186916",TRUE,10.684,8,1,0,0,0,6
"10.1101/186759",TRUE,35.8,79,0,0,0,0,34
"10.1101/186775",TRUE,4.35,11,0,0,0,0,4
"10.1101/186809",TRUE,4.6,9,0,0,0,0,0
"10.1101/186858",TRUE,17.78,24,1,0,0,0,18
"10.1101/186692",TRUE,4.7,8,0,0,0,0,0
"10.1101/186825",TRUE,1,4,0,0,0,0,7
"10.1101/187021",TRUE,9.9,18,0,0,0,0,14
"10.1101/181933",TRUE,1.25,3,0,0,0,0,0
"10.1101/186965",TRUE,4.25,11,0,0,0,0,19
"10.1101/186882",TRUE,23.75,45,0,0,0,0,6
"10.1101/187047",TRUE,3,8,0,0,0,0,7
"10.1101/186874",TRUE,5.85,18,0,0,0,0,0
"10.1101/186668",TRUE,8.08,4,1,0,0,0,0
"10.1101/186742",TRUE,2.75,7,0,0,0,0,0
"10.1101/186577",TRUE,3.25,9,0,0,0,0,6
"10.1101/178541",TRUE,2.5,5,0,0,0,0,0
"10.1101/186411",TRUE,2.25,6,0,0,0,0,5
"10.1101/186767",TRUE,41.75,79,0,0,0,0,11
"10.1101/187005",TRUE,5.45,10,0,0,0,0,0
"10.1101/186924",TRUE,21.5,39,0,0,0,0,24
"10.1101/186510",TRUE,2.75,10,0,0,0,0,0
"10.1101/186890",TRUE,2.25,5,0,0,0,0,0
"10.1101/186791",TRUE,2.85,6,0,0,0,0,0
"10.1101/186932",TRUE,2,5,0,0,0,0,0
"10.1101/141945",TRUE,2,4,0,0,0,0,0
"10.1101/184960",TRUE,6.85,20,0,0,0,0,17
"10.1101/186304",TRUE,38.15,63,0,0,0,0,10
"10.1101/186494",TRUE,1.5,6,0,0,0,0,0
"10.1101/186718",TRUE,0.75,3,0,0,0,0,0
"10.1101/186940",TRUE,12.934,16,1,0,0,0,13
"10.1101/187450",TRUE,1.5,5,0,0,0,0,7
"10.1101/186361",TRUE,1.75,6,0,0,0,0,0
"10.1101/187070",TRUE,33.08,53,1,0,0,0,9
"10.1101/187427",TRUE,5.35,11,0,0,0,0,1
"10.1101/186148",TRUE,9.184,5,1,0,0,0,0
"10.1101/187278",TRUE,13.334,10,1,0,0,0,10
"10.1101/186601",TRUE,16.1,32,0,0,0,0,5
"10.1101/187286",TRUE,4.95,12,0,0,0,0,2
"10.1101/187310",TRUE,32.4,63,0,0,0,0,25
"10.1101/187062",TRUE,6.3,14,0,0,0,0,34
"10.1101/187237",TRUE,12.3,29,0,0,0,0,5
"10.1101/187252",TRUE,1,4,0,0,0,0,0
"10.1101/187211",TRUE,1.25,4,0,0,0,0,13
"10.1101/187195",TRUE,10.95,24,0,0,0,0,4
"10.1101/182469",TRUE,3.25,7,0,0,0,0,0
"10.1101/186353",TRUE,2.75,6,0,0,0,0,9
"10.1101/187328",TRUE,7.7,16,0,0,0,0,3
"10.1101/187088",TRUE,4.6,10,0,0,0,0,8
"10.1101/187542",TRUE,132.208,210,3,0,0,0,165
"10.1101/187484",TRUE,7.85,16,0,0,0,0,0
"10.1101/181792",TRUE,23.55,46,0,0,0,0,0
"10.1101/187435",TRUE,18.134,21,1,0,0,0,47
"10.1101/187260",TRUE,3.5,9,0,0,0,0,24
"10.1101/187104",TRUE,5.3,8,0,0,0,0,5
"10.1101/187302",TRUE,17.434,19,1,0,0,0,2
"10.1101/187336",TRUE,0.75,3,0,0,0,0,0
"10.1101/187120",TRUE,5.85,15,0,0,0,0,7
"10.1101/187385",TRUE,10.184,8,1,0,0,0,0
"10.1101/187799",TRUE,5.45,13,0,0,0,0,16
"10.1101/187997",TRUE,9.284,5,1,0,0,0,7
"10.1101/187393",TRUE,33.134,48,1,0,0,0,25
"10.1101/187641",TRUE,5,14,0,0,0,0,0
"10.1101/187633",TRUE,2.5,8,0,0,0,0,0
"10.1101/187948",TRUE,13.7,30,0,0,0,0,40
"10.1101/187716",TRUE,2.25,6,0,0,0,0,4
"10.1101/187377",TRUE,11.384,10,1,0,0,0,14
"10.1101/184192",TRUE,8.2,16,0,0,0,0,15
"10.1101/187831",TRUE,2.25,5,0,0,0,0,0
"10.1101/187245",TRUE,83.034,45,6,3,0,0,0
"10.1101/187690",TRUE,2.6,6,0,0,0,0,9
"10.1101/187740",TRUE,13.734,13,1,0,0,0,0
"10.1101/187815",TRUE,12.4,27,0,0,0,0,8
"10.1101/169888",TRUE,11.984,12,1,0,0,0,0
"10.1101/187344",TRUE,28.334,37,1,0,0,0,17
"10.1101/187401",TRUE,9.534,5,1,0,0,0,6
"10.1101/187906",TRUE,0.25,1,0,0,0,0,4
"10.1101/187468",TRUE,3.35,11,0,0,0,0,0
"10.1101/187443",TRUE,22.434,29,1,0,0,0,15
"10.1101/187526",TRUE,2.25,9,0,0,0,0,0
"10.1101/185405",TRUE,25.284,33,1,0,0,0,2
"10.1101/185371",TRUE,5.3,8,0,0,0,0,2
"10.1101/187732",TRUE,2,6,0,0,0,0,0
"10.1101/187625",TRUE,34,61,0,0,0,0,9
"10.1101/187096",TRUE,2.75,9,0,0,0,0,0
"10.1101/187369",TRUE,1.85,5,0,0,0,0,3
"10.1101/187476",TRUE,2.7,6,0,0,0,0,11
"10.1101/187666",TRUE,15.35,30,0,0,0,0,0
"10.1101/187989",TRUE,10.8,22,0,0,0,0,13
"10.1101/187492",TRUE,2,7,0,0,0,0,7
"10.1101/188045",TRUE,9.45,20,0,0,0,0,6
"10.1101/188011",TRUE,3.1,7,0,0,0,0,10
"10.1101/187724",TRUE,9.75,24,0,0,0,0,10
"10.1101/187914",TRUE,0.75,2,0,0,0,0,0
"10.1101/187856",TRUE,4.25,12,0,0,0,0,5
"10.1101/187518",TRUE,1.25,4,0,0,0,0,0
"10.1101/187898",TRUE,14.034,16,1,0,0,0,21
"10.1101/188060",TRUE,11.034,8,1,0,0,0,0
"10.1101/187203",TRUE,8.7,19,0,0,0,0,17
"10.1101/187963",TRUE,8.55,16,0,0,0,0,0
"10.1101/187575",TRUE,11.55,22,0,0,0,0,14
"10.1101/187922",TRUE,119.318,167,2,1,0,0,57
"10.1101/187559",TRUE,0.75,3,0,0,0,0,0
"10.1101/188003",TRUE,6.45,13,0,0,0,0,0
"10.1101/188078",TRUE,7.7,16,0,0,0,0,5
"10.1101/187419",TRUE,4.75,13,0,0,0,0,0
"10.1101/187534",TRUE,5.45,13,0,0,0,0,0
"10.1101/187674",TRUE,13.384,13,1,0,0,0,0
"10.1101/186981",TRUE,2.25,7,0,0,0,0,17
"10.1101/185900",TRUE,4.5,7,0,0,0,0,0
"10.1101/187658",TRUE,7,13,0,0,0,0,4
"10.1101/187708",TRUE,0.5,2,0,0,0,0,0
"10.1101/188276",TRUE,1.75,6,0,0,0,0,2
"10.1101/188409",TRUE,2,5,0,0,0,0,0
"10.1101/188417",TRUE,1.25,3,0,0,0,0,0
"10.1101/188185",TRUE,4.95,10,0,0,0,0,0
"10.1101/188425",TRUE,5.45,10,0,0,0,0,0
"10.1101/188565",TRUE,11.434,9,1,0,0,0,1
"10.1101/188227",TRUE,10.95,22,0,0,0,0,44
"10.1101/188334",TRUE,25.6,52,0,0,0,0,2
"10.1101/188318",TRUE,4.75,12,0,0,0,0,0
"10.1101/188268",TRUE,2,8,0,0,0,0,0
"10.1101/187294",TRUE,3.1,9,0,0,0,0,10
"10.1101/188516",TRUE,10.15,19,0,0,0,0,0
"10.1101/187872",TRUE,1.5,4,0,0,0,0,0
"10.1101/188052",TRUE,0.5,2,0,0,0,0,0
"10.1101/188375",TRUE,9.45,16,0,0,0,0,0
"10.1101/188581",TRUE,15.33,21,1,0,0,0,11
"10.1101/188490",TRUE,9,22,0,0,0,0,3
"10.1101/186460",TRUE,2,6,0,0,0,0,0
"10.1101/188359",TRUE,2.75,7,0,0,0,0,0
"10.1101/188235",TRUE,1,4,0,0,0,0,0
"10.1101/188169",TRUE,2.6,7,0,0,0,0,0
"10.1101/188250",TRUE,1.25,4,0,0,0,0,2
"10.1101/188243",TRUE,2.25,9,0,0,0,0,0
"10.1101/188391",TRUE,3.25,7,0,0,0,0,1
"10.1101/188441",TRUE,4.6,10,0,0,0,0,12
"10.1101/188136",TRUE,0.5,2,0,0,0,0,1
"10.1101/188383",TRUE,1,4,0,0,0,0,3
"10.1101/188433",TRUE,3.85,7,0,0,0,0,14
"10.1101/188110",TRUE,4.25,12,0,0,0,0,15
"10.1101/188466",TRUE,1,4,0,0,0,0,0
"10.1101/188557",TRUE,4.25,14,0,0,0,0,5
"10.1101/188524",TRUE,6.45,13,0,0,0,0,4
"10.1101/188474",TRUE,3.75,9,0,0,0,0,0
"10.1101/188326",TRUE,2.85,6,0,0,0,0,6
"10.1101/188482",TRUE,1,4,0,0,0,0,0
"10.1101/188813",TRUE,1,4,0,0,0,0,0
"10.1101/189050",TRUE,3.6,8,0,0,0,0,6
"10.1101/188821",TRUE,6.25,18,0,0,0,0,11
"10.1101/189001",TRUE,1.75,4,0,0,0,0,18
"10.1101/188797",TRUE,20.484,29,1,0,0,0,9
"10.1101/188888",TRUE,14.134,14,1,0,0,0,9
"10.1101/188656",TRUE,2.75,10,0,0,0,0,2
"10.1101/188607",TRUE,9.25,22,0,0,0,0,9
"10.1101/188938",TRUE,1.25,4,0,0,0,0,12
"10.1101/188847",TRUE,12.734,10,1,0,0,0,9
"10.1101/188995",TRUE,13.68,14,1,0,0,0,17
"10.1101/189068",TRUE,27.964,35,2,0,0,0,0
"10.1101/188706",TRUE,22.5,43,0,0,0,0,14
"10.1101/183582",TRUE,4.7,13,0,0,0,0,11
"10.1101/188755",TRUE,33.75,69,0,0,0,0,67
"10.1101/187609",TRUE,16.8,32,0,0,0,0,34
"10.1101/188854",TRUE,2.25,6,0,0,0,0,0
"10.1101/188730",TRUE,13.6,9,0,1,0,0,7
"10.1101/188839",TRUE,2,6,0,0,0,0,0
"10.1101/189076",TRUE,11.35,26,0,0,0,0,19
"10.1101/188789",TRUE,2.75,7,0,0,0,0,3
"10.1101/188896",TRUE,16,30,0,0,0,0,7
"10.1101/188904",TRUE,22,45,0,0,0,0,4
"10.1101/189134",TRUE,1.25,4,0,0,0,0,0
"10.1101/188698",TRUE,7.85,17,0,0,0,0,2
"10.1101/188458",TRUE,8.95,20,0,0,0,0,0
"10.1101/188722",TRUE,4.5,10,0,0,0,0,0
"10.1101/188599",TRUE,22.55,47,0,0,0,0,9
"10.1101/188615",TRUE,3.5,6,0,0,0,0,5
"10.1101/188961",TRUE,16.75,33,0,0,0,0,13
"10.1101/188953",TRUE,4.25,10,0,0,0,0,33
"10.1101/188870",TRUE,171.916,257,1,0,0,0,5
"10.1101/188862",TRUE,19.834,23,1,0,0,0,3
"10.1101/188912",TRUE,26.324,33,1,0,0,0,7
"10.1101/189019",TRUE,1.75,6,0,0,0,0,0
"10.1101/188664",TRUE,5.7,10,0,0,0,0,1
"10.1101/188623",TRUE,93.404,151,2,0,0,0,112
"10.1101/171439",TRUE,1.75,6,0,0,0,0,7
"10.1101/188680",TRUE,5.25,12,0,0,0,0,4
"10.1101/188532",TRUE,49.384,71,1,0,0,0,10
"10.1101/187138",TRUE,1.5,5,0,0,0,0,3
"10.1101/189035",TRUE,5.6,12,0,0,0,0,7
"10.1101/189092",TRUE,172.908,282,3,0,0,0,19
"10.1101/182956",TRUE,5,14,0,0,0,0,8
"10.1101/189704",TRUE,2.75,8,0,0,0,0,0
"10.1101/189167",TRUE,6.95,14,0,0,0,0,5
"10.1101/189522",TRUE,6.1,12,0,0,0,0,3
"10.1101/187849",TRUE,8.6,15,0,0,0,0,18
"10.1101/189639",TRUE,2,6,0,0,0,0,3
"10.1101/189084",TRUE,7.7,16,0,0,0,0,10
"10.1101/189043",TRUE,1.25,4,0,0,0,0,4
"10.1101/189431",TRUE,10.35,27,0,0,0,0,4
"10.1101/189159",TRUE,106.68,179,1,0,0,0,55
"10.1101/189357",TRUE,4.5,11,0,0,0,0,4
"10.1101/189332",TRUE,17.95,37,0,0,0,0,16
"10.1101/187823",TRUE,1.6,4,0,0,0,0,9
"10.1101/189456",TRUE,25.134,30,1,0,0,0,16
"10.1101/189605",TRUE,1.25,4,0,0,0,0,1
"10.1101/189662",TRUE,1,3,0,0,0,0,0
"10.1101/189621",TRUE,8.934,5,1,0,0,0,0
"10.1101/189589",TRUE,3.1,7,0,0,0,0,0
"10.1101/186593",TRUE,21.95,31,0,0,0,0,4
"10.1101/189175",TRUE,8.434,5,1,0,0,0,13
"10.1101/189316",TRUE,53.05,92,0,0,0,0,2
"10.1101/189324",TRUE,0.75,2,0,0,0,0,2
"10.1101/189696",TRUE,7.8,17,0,0,0,0,9
"10.1101/189670",TRUE,16.15,31,0,0,0,0,0
"10.1101/189365",TRUE,8.934,6,1,0,0,0,0
"10.1101/189217",TRUE,8,14,0,0,0,0,0
"10.1101/189712",TRUE,5,5,0,0,0,1,3
"10.1101/189258",TRUE,8.184,4,1,0,0,0,0
"10.1101/189506",TRUE,9.05,15,0,0,0,0,27
"10.1101/189399",TRUE,7.45,15,0,0,0,0,24
"10.1101/189191",TRUE,29.75,55,0,0,0,0,9
"10.1101/189647",TRUE,7.934,3,1,0,0,0,1
"10.1101/189282",TRUE,10.05,18,0,0,0,0,37
"10.1101/189449",TRUE,12.534,11,1,0,0,0,0
"10.1101/189274",TRUE,11.78,9,1,0,0,0,0
"10.1101/188771",TRUE,0.75,2,0,0,0,0,0
"10.1101/189209",TRUE,0.75,3,0,0,0,0,0
"10.1101/172106",TRUE,15.634,18,1,0,0,0,17
"10.1101/189340",TRUE,3.25,7,0,0,0,0,7
"10.1101/189407",TRUE,5.75,12,0,0,0,0,8
"10.1101/189597",TRUE,4.95,9,0,0,0,0,10
"10.1101/186973",TRUE,31.6,30,0,1,0,0,0
"10.1101/189688",TRUE,101.11,159,2,0,0,0,22
"10.1101/189118",TRUE,31.5,57,0,0,0,0,6
"10.1101/189480",TRUE,8.15,14,0,0,0,0,0
"10.1101/188979",TRUE,11.55,24,0,0,0,0,30
"10.1101/189654",TRUE,19.05,38,0,0,0,0,12
"10.1101/189464",TRUE,9.45,19,0,0,0,0,1
"10.1101/188151",TRUE,4,9,0,0,0,0,17
"10.1101/188920",TRUE,30.35,58,0,0,0,0,30
"10.1101/189142",TRUE,3.35,10,0,0,0,0,3
"10.1101/189266",TRUE,3,9,0,0,0,0,6
"10.1101/188037",TRUE,23.6,44,0,0,0,0,25
"10.1101/189183",TRUE,21.264,25,2,0,0,0,12
"10.1101/189571",TRUE,40.35,78,0,0,0,0,11
"10.1101/188094",TRUE,131.15,233,0,0,0,0,26
"10.1101/189746",TRUE,37.2,71,0,0,0,0,17
"10.1101/189795",TRUE,17.85,39,0,0,0,0,35
"10.1101/189852",TRUE,1.75,6,0,0,0,0,0
"10.1101/189753",TRUE,22.646,32,1,0,0,0,15
"10.1101/189787",TRUE,10.6,25,0,0,0,0,69
"10.1101/189720",TRUE,1,4,0,0,0,0,0
"10.1101/189837",TRUE,2,7,0,0,0,0,0
"10.1101/189761",TRUE,16.7,30,0,0,0,0,20
"10.1101/189829",TRUE,1,4,0,0,0,0,0
"10.1101/189878",TRUE,1,3,0,0,0,0,0
"10.1101/189985",TRUE,1,4,0,0,0,0,6
"10.1101/189233",TRUE,3.25,8,0,0,0,0,14
"10.1101/189845",TRUE,5.6,14,0,0,0,0,5
"10.1101/189928",TRUE,31.5,59,0,0,0,0,47
"10.1101/189944",TRUE,1.5,5,0,0,0,0,14
"10.1101/161869",TRUE,9.35,20,0,0,0,0,3
"10.1101/190033",TRUE,1.25,5,0,0,0,0,0
"10.1101/189902",TRUE,9.83,8,1,0,0,0,0
"10.1101/189969",TRUE,12.55,26,0,0,0,0,3
"10.1101/189738",TRUE,3.5,10,0,0,0,0,0
"10.1101/189373",TRUE,14.184,12,1,0,0,0,9
"10.1101/190140",TRUE,9.2,17,0,0,0,0,0
"10.1101/186445",TRUE,21.134,27,1,0,0,0,24
"10.1101/190165",TRUE,5,14,0,0,0,0,7
"10.1101/190264",TRUE,12.884,11,1,0,0,0,6
"10.1101/190173",TRUE,9.434,7,1,0,0,0,0
"10.1101/190413",TRUE,8.35,18,0,0,0,0,12
"10.1101/190199",TRUE,50.308,88,1,0,0,0,54
"10.1101/189225",TRUE,16.23,17,1,0,0,0,10
"10.1101/190157",TRUE,3.5,12,0,0,0,0,0
"10.1101/190447",TRUE,4.75,10,0,0,0,0,15
"10.1101/189803",TRUE,13.1,27,0,0,0,0,2
"10.1101/190280",TRUE,3.25,12,0,0,0,0,2
"10.1101/190314",TRUE,1.5,6,0,0,0,0,3
"10.1101/187591",TRUE,30.3,54,0,0,0,0,8
"10.1101/190272",TRUE,1,3,0,0,0,0,0
"10.1101/190249",TRUE,7.7,15,0,0,0,0,13
"10.1101/190041",TRUE,13.65,32,0,0,0,0,0
"10.1101/190397",TRUE,142,276,0,0,0,0,104
"10.1101/190389",TRUE,9.25,17,0,0,0,0,0
"10.1101/190108",TRUE,1,4,0,0,0,0,5
"10.1101/190439",TRUE,10.05,21,0,0,0,0,4
"10.1101/190215",TRUE,1.75,4,0,0,0,0,0
"10.1101/190348",TRUE,10.684,8,1,0,0,0,0
"10.1101/189027",TRUE,12.15,22,0,0,0,0,0
"10.1101/190538",TRUE,4.85,10,0,0,0,0,0
"10.1101/190223",TRUE,10.45,22,0,0,0,0,16
"10.1101/190363",TRUE,7.35,16,0,0,0,0,7
"10.1101/190322",TRUE,29.68,43,1,0,0,0,10
"10.1101/190124",TRUE,466.052,595,7,5,0,1,11
"10.1101/190421",TRUE,19.28,24,1,0,0,0,0
"10.1101/190454",TRUE,28,57,0,0,0,0,0
"10.1101/190231",TRUE,24.65,52,0,0,0,0,17
"10.1101/186833",TRUE,13.3,19,0,0,0,0,12
"10.1101/188946",TRUE,16.434,17,1,0,0,0,5
"10.1101/191064",TRUE,10.184,7,1,0,0,0,2
"10.1101/190512",TRUE,5.35,12,0,0,0,0,3
"10.1101/190546",TRUE,3,9,0,0,0,0,11
"10.1101/190207",TRUE,5.6,10,0,0,0,0,2
"10.1101/190744",TRUE,16.65,35,0,0,0,0,8
"10.1101/190488",TRUE,3.85,10,0,0,0,0,1
"10.1101/190926",TRUE,32.1,61,0,0,0,0,14
"10.1101/190660",TRUE,8.3,17,0,0,0,0,11
"10.1101/190991",TRUE,11.85,25,0,0,0,0,17
"10.1101/191031",TRUE,2,5,0,0,0,0,1
"10.1101/190116",TRUE,9.9,17,0,0,0,0,11
"10.1101/190504",TRUE,17.2,32,0,0,0,0,20
"10.1101/190652",TRUE,14.984,15,1,0,0,0,8
"10.1101/190710",TRUE,0.75,2,0,0,0,0,0
"10.1101/190553",TRUE,7.2,15,0,0,0,0,4
"10.1101/190587",TRUE,41.8,74,0,0,0,0,0
"10.1101/190694",TRUE,15.484,18,1,0,0,0,17
"10.1101/190686",TRUE,10.134,5,1,0,0,0,3
"10.1101/190801",TRUE,10.05,20,0,0,0,0,14
"10.1101/190934",TRUE,40.35,88,0,0,0,0,27
"10.1101/190470",TRUE,1.5,5,0,0,0,0,0
"10.1101/190892",TRUE,21,38,0,0,0,0,8
"10.1101/191049",TRUE,10.434,6,1,0,0,0,0
"10.1101/190066",TRUE,18.88,24,1,0,0,0,7
"10.1101/190595",TRUE,6.5,15,0,0,0,0,9
"10.1101/190918",TRUE,1.25,4,0,0,0,0,15
"10.1101/191080",TRUE,21.2,44,0,0,0,0,10
"10.1101/191098",TRUE,4.25,13,0,0,0,0,7
"10.1101/190769",TRUE,3.3,6,0,0,0,0,0
"10.1101/190462",TRUE,4.35,9,0,0,0,0,13
"10.1101/190405",TRUE,3.35,7,0,0,0,0,0
"10.1101/190827",TRUE,5.25,13,0,0,0,0,1
"10.1101/190967",TRUE,12.684,11,1,0,0,0,17
"10.1101/190900",TRUE,12.484,9,1,0,0,0,5
"10.1101/190793",TRUE,2,5,0,0,0,0,0
"10.1101/190819",TRUE,15.934,14,1,0,0,0,1
"10.1101/191106",TRUE,0.75,3,0,0,0,0,0
"10.1101/190868",TRUE,21.034,27,1,0,0,0,9
"10.1101/190959",TRUE,13.3,25,0,0,0,0,10
"10.1101/191007",TRUE,0.5,2,0,0,0,0,3
"10.1101/190751",TRUE,1.5,5,0,0,0,0,0
"10.1101/190603",TRUE,11.1,24,0,0,0,0,28
"10.1101/190835",TRUE,0.5,2,0,0,0,0,2
"10.1101/190843",TRUE,3,7,0,0,0,0,0
"10.1101/190728",TRUE,8.95,17,0,0,0,0,2
"10.1101/190355",TRUE,1,4,0,0,0,0,7
"10.1101/190678",TRUE,18.8,28,0,0,0,0,25
"10.1101/190520",TRUE,3.75,7,0,0,0,0,2
"10.1101/190702",TRUE,1.25,4,0,0,0,0,1
"10.1101/190975",TRUE,48.934,80,1,0,0,0,51
"10.1101/190785",TRUE,4.7,10,0,0,0,0,2
"10.1101/187179",TRUE,2.25,6,0,0,0,0,3
"10.1101/191536",TRUE,29.134,39,1,0,0,0,13
"10.1101/188987",TRUE,1.5,5,0,0,0,0,14
"10.1101/191163",TRUE,4.6,8,0,0,0,0,0
"10.1101/191353",TRUE,1.75,6,0,0,0,0,9
"10.1101/189381",TRUE,5.55,11,0,0,0,0,2
"10.1101/191122",TRUE,23.75,49,0,0,0,0,7
"10.1101/191585",TRUE,26.58,43,1,0,0,0,11
"10.1101/191452",TRUE,16.034,19,1,0,0,0,0
"10.1101/189563",TRUE,8.434,5,1,0,0,0,0
"10.1101/191379",TRUE,0.5,2,0,0,0,0,0
"10.1101/191288",TRUE,5.25,16,0,0,0,0,0
"10.1101/191544",TRUE,4.7,10,0,0,0,0,0
"10.1101/191494",TRUE,1,4,0,0,0,0,10
"10.1101/191221",TRUE,5.45,7,0,0,0,0,4
"10.1101/190579",TRUE,1,3,0,0,0,0,0
"10.1101/191502",TRUE,11.184,10,1,0,0,0,2
"10.1101/191486",TRUE,13.8,27,0,0,0,0,23
"10.1101/191239",TRUE,1.75,6,0,0,0,0,4
"10.1101/191445",TRUE,4.25,11,0,0,0,0,0
"10.1101/191361",TRUE,10.9,24,0,0,0,0,9
"10.1101/191320",TRUE,16.45,31,0,0,0,0,0
"10.1101/191130",TRUE,36.05,65,0,0,0,0,13
"10.1101/191262",TRUE,1.75,6,0,0,0,0,0
"10.1101/191155",TRUE,3.25,8,0,0,0,0,0
"10.1101/191205",TRUE,4.5,13,0,0,0,0,0
"10.1101/191346",TRUE,1.25,4,0,0,0,0,0
"10.1101/191684",TRUE,0.5,2,0,0,0,0,0
"10.1101/191593",TRUE,12,24,0,0,0,0,1
"10.1101/190876",TRUE,31.01,43,2,0,0,0,13
"10.1101/191197",TRUE,7.55,14,0,0,0,0,0
"10.1101/191338",TRUE,12.134,10,1,0,0,0,1
"10.1101/191510",TRUE,9.4,18,0,0,0,0,0
"10.1101/191403",TRUE,3,9,0,0,0,0,0
"10.1101/191437",TRUE,11.434,10,1,0,0,0,12
"10.1101/191742",TRUE,2,5,0,0,0,0,4
"10.1101/185355",TRUE,50.284,71,1,0,0,0,2
"10.1101/191700",TRUE,66.514,5,2,7,0,0,0
"10.1101/191528",TRUE,3.6,8,0,0,0,0,1
"10.1101/191189",TRUE,2.75,8,0,0,0,0,21
"10.1101/191213",TRUE,68.13,112,1,0,0,0,30
"10.1101/191627",TRUE,12.33,12,1,0,0,0,10
"10.1101/191247",TRUE,9.35,20,0,0,0,0,3
"10.1101/191718",TRUE,1,4,0,0,0,0,0
"10.1101/191668",TRUE,22.98,31,1,0,0,0,4
"10.1101/191015",TRUE,5.85,14,0,0,0,0,27
"10.1101/191148",TRUE,0.5,2,0,0,0,0,0
"10.1101/191759",TRUE,9.85,23,0,0,0,0,12
"10.1101/190330",TRUE,99.75,186,0,0,0,0,110
"10.1101/191791",TRUE,26.184,32,1,0,0,0,12
"10.1101/191619",TRUE,48.596,67,2,0,0,0,30
"10.1101/191635",TRUE,0.5,2,0,0,0,0,0
"10.1101/191817",TRUE,2,6,0,0,0,0,38
"10.1101/191775",TRUE,11.3,21,0,0,0,0,10
