"PREPRINT_DOI","HAS_ALTMETRIC","ALT_SCORE","ALT_TWEETS","ALT_FEEDS","ALT_MSM","ALT_POLICIES","ALT_WIKIPEDIA","ALT_MENDELEY"
"10.1101/016675",TRUE,10.5,8,1,0,0,0,0
"10.1101/016691",TRUE,0.5,2,0,0,0,0,1
"10.1101/016709",TRUE,14.748,7,1,0,0,0,1
"10.1101/016725",TRUE,2,5,0,0,0,0,17
"10.1101/016733",TRUE,7.85,14,0,0,0,0,11
"10.1101/016790",TRUE,22.848,16,2,0,0,0,11
"10.1101/016774",TRUE,16.348,12,1,0,0,0,5
"10.1101/016824",TRUE,10.782,10,1,0,0,0,6
"10.1101/016782",TRUE,15.848,12,1,0,0,0,2
"10.1101/016758",TRUE,19.9,34,0,0,0,0,38
"10.1101/016808",TRUE,3.5,8,0,0,0,0,0
"10.1101/016832",TRUE,15.998,13,1,0,0,0,0
"10.1101/016857",TRUE,12.248,6,1,0,0,0,0
"10.1101/016873",TRUE,24.348,32,1,0,0,0,1
"10.1101/016865",TRUE,14.848,12,1,0,0,0,9
"10.1101/016915",TRUE,4.75,10,0,0,0,0,0
"10.1101/016881",TRUE,12.998,7,1,0,0,0,12
"10.1101/016923",TRUE,1.5,3,0,0,0,0,0
"10.1101/016972",TRUE,13.748,10,1,0,0,0,8
"10.1101/016949",TRUE,36.564,26,3,0,0,0,41
"10.1101/016956",TRUE,2.75,7,0,0,0,0,0
"10.1101/016840",TRUE,7.8,16,0,0,0,0,8
"10.1101/017020",TRUE,25.15,27,2,0,0,0,1
"10.1101/016998",TRUE,12.6,14,1,0,0,0,5
"10.1101/017046",TRUE,0.5,2,0,0,0,0,8
"10.1101/016980",TRUE,9,5,1,0,0,0,0
"10.1101/017053",TRUE,13.35,25,0,0,0,0,13
"10.1101/017061",TRUE,1.5,5,0,0,0,0,0
"10.1101/017095",TRUE,24.796,36,1,0,0,0,14
"10.1101/017087",TRUE,48.098,61,2,0,0,0,28
"10.1101/017129",TRUE,30.698,37,1,0,0,0,60
"10.1101/017137",TRUE,5.35,8,0,0,0,0,0
"10.1101/017103",TRUE,25.598,30,1,0,0,0,20
"10.1101/017160",TRUE,0.5,2,0,0,0,0,0
"10.1101/017145",TRUE,0.5,2,0,0,0,0,15
"10.1101/017152",TRUE,30.35,24,2,0,0,0,11
"10.1101/016493",TRUE,13.2,12,1,0,0,0,0
"10.1101/017186",TRUE,2.5,6,0,0,0,0,13
"10.1101/017194",TRUE,7,17,0,0,0,0,7
"10.1101/017178",TRUE,4.6,8,0,0,0,0,8
"10.1101/017210",TRUE,2.5,6,0,0,0,0,13
"10.1101/017111",TRUE,14.05,15,1,0,0,0,14
"10.1101/017251",TRUE,5,8,0,0,0,0,5
"10.1101/017244",TRUE,11.498,4,1,0,0,0,0
"10.1101/017277",TRUE,14.698,9,1,0,0,0,0
"10.1101/017269",TRUE,2.5,7,0,0,0,0,0
"10.1101/017285",TRUE,10.284,7,1,0,0,0,10
"10.1101/017202",TRUE,2.25,5,0,0,0,0,0
"10.1101/016931",TRUE,19,34,0,0,0,0,15
"10.1101/016816",TRUE,17.77,10,2,0,0,0,0
"10.1101/017301",TRUE,24.698,34,1,0,0,0,1
"10.1101/017327",TRUE,8.45,18,0,0,0,0,8
"10.1101/017343",TRUE,48.248,38,2,1,0,0,7
"10.1101/017319",TRUE,1.5,5,0,0,0,0,11
"10.1101/017350",TRUE,5.5,10,0,0,0,0,6
"10.1101/017418",TRUE,2,4,0,0,0,0,36
"10.1101/016667",TRUE,9.3,16,0,0,0,0,27
"10.1101/017384",TRUE,71.734,83,4,0,0,0,60
"10.1101/017392",TRUE,16.998,17,1,0,0,0,0
"10.1101/017426",TRUE,0.5,2,0,0,0,0,1
"10.1101/017376",TRUE,1.5,6,0,0,0,0,2
"10.1101/017368",TRUE,31.1,16,0,3,0,0,1
"10.1101/017400",TRUE,3.6,7,0,0,0,0,3
"10.1101/017459",TRUE,54.348,85,1,0,0,0,3
"10.1101/017483",TRUE,26.198,27,1,0,0,0,1
"10.1101/017434",TRUE,5.85,12,0,0,0,0,0
"10.1101/017525",TRUE,2,5,0,0,0,0,0
"10.1101/017475",TRUE,70.72,77,4,0,0,0,26
"10.1101/017467",TRUE,1.25,4,0,0,0,0,0
"10.1101/017533",TRUE,2.25,5,0,0,0,0,27
"10.1101/017509",TRUE,8.1,19,0,0,0,0,19
"10.1101/017665",TRUE,9.25,21,0,0,0,0,20
"10.1101/017657",TRUE,0.5,2,0,0,0,0,6
"10.1101/017681",TRUE,12.498,8,1,0,0,0,2
"10.1101/017673",TRUE,20.5,40,0,0,0,0,25
"10.1101/017699",TRUE,3.5,10,0,0,0,0,0
"10.1101/017491",TRUE,1.5,3,0,0,0,0,2
"10.1101/017707",TRUE,23.896,14,2,1,0,0,5
"10.1101/017798",TRUE,5.8,9,0,0,0,0,2
"10.1101/017822",TRUE,3.25,9,0,0,0,0,0
"10.1101/017772",TRUE,2.75,7,0,0,0,0,10
"10.1101/017756",TRUE,165.58,408,1,0,0,0,4
"10.1101/017806",TRUE,0.5,2,0,0,0,0,0
"10.1101/017814",TRUE,0.75,3,0,0,0,0,7
"10.1101/017731",TRUE,4.5,9,0,0,0,0,0
"10.1101/017723",TRUE,4.7,10,0,0,0,0,0
"10.1101/017830",TRUE,73.4,123,1,0,0,0,2
"10.1101/017749",TRUE,18.848,18,1,0,0,0,0
"10.1101/017913",TRUE,5.6,11,0,0,0,0,0
"10.1101/017889",TRUE,25.3,38,1,0,0,0,31
"10.1101/017863",TRUE,6,12,0,0,0,0,60
"10.1101/017848",TRUE,2.5,7,0,0,0,0,1
"10.1101/017855",TRUE,2.25,8,0,0,0,0,2
"10.1101/017871",TRUE,10.25,9,1,0,0,0,12
"10.1101/017939",TRUE,8,18,0,0,0,0,1
"10.1101/017962",TRUE,1.75,4,0,0,0,0,9
"10.1101/018028",TRUE,13.848,9,1,0,0,0,7
"10.1101/017954",TRUE,3,8,0,0,0,0,1
"10.1101/017897",TRUE,0.75,2,0,0,0,0,3
"10.1101/017988",TRUE,1.5,3,0,0,0,0,2
"10.1101/017921",TRUE,0.5,2,0,0,0,0,3
"10.1101/017996",TRUE,22.448,20,1,0,0,0,40
"10.1101/017947",TRUE,13.998,8,1,0,0,0,6
"10.1101/018036",TRUE,16.75,34,0,0,0,0,16
"10.1101/018044",TRUE,11.998,5,1,0,0,0,0
"10.1101/018077",TRUE,16.098,14,1,0,0,0,121
"10.1101/018051",TRUE,0.5,2,0,0,0,0,2
"10.1101/017566",TRUE,23.698,29,1,0,0,0,5
"10.1101/017582",TRUE,4.5,9,0,0,0,0,4
"10.1101/017608",TRUE,13.498,9,1,0,0,0,31
"10.1101/017624",TRUE,3.35,9,0,0,0,0,4
"10.1101/016964",TRUE,0.75,3,0,0,0,0,0
"10.1101/017590",TRUE,14.198,9,1,0,0,0,15
"10.1101/017574",TRUE,1.25,4,0,0,0,0,3
"10.1101/017558",TRUE,0.5,2,0,0,0,0,3
"10.1101/017632",TRUE,28.848,35,1,0,0,0,32
"10.1101/018101",TRUE,14.248,8,1,0,0,0,7
"10.1101/018127",TRUE,0.25,1,0,0,0,0,2
"10.1101/018093",TRUE,11.998,7,1,0,0,0,1
"10.1101/018010",TRUE,1.5,3,0,0,0,0,0
"10.1101/018069",TRUE,10.748,2,1,0,0,0,4
"10.1101/018168",TRUE,5.2,12,0,0,0,0,6
"10.1101/018150",TRUE,58.368,80,2,0,0,0,65
"10.1101/018192",TRUE,22.698,11,2,0,0,0,0
"10.1101/018143",TRUE,28.748,21,2,0,0,0,3
"10.1101/018184",TRUE,12.982,13,1,0,0,0,8
"10.1101/018085",TRUE,23.68,31,1,0,0,0,24
"10.1101/018176",TRUE,1.25,4,0,0,0,0,0
"10.1101/018200",TRUE,12.45,27,0,0,0,0,5
"10.1101/018218",TRUE,18.698,19,1,0,0,0,14
"10.1101/018283",TRUE,10.75,9,1,0,0,0,48
"10.1101/018259",TRUE,100.358,131,4,0,0,0,74
"10.1101/018267",TRUE,26.95,37,1,0,0,0,0
"10.1101/018358",TRUE,2.75,6,0,0,0,0,0
"10.1101/018333",TRUE,9.2,19,0,0,0,0,2
"10.1101/018291",TRUE,2.35,6,0,0,0,0,0
"10.1101/018325",TRUE,21.928,14,2,0,0,0,4
"10.1101/018317",TRUE,9.2,17,0,0,0,0,7
"10.1101/018374",TRUE,3.25,8,0,0,0,0,0
"10.1101/018226",TRUE,1.25,4,0,0,0,0,111
"10.1101/018408",TRUE,3.85,8,0,0,0,0,0
"10.1101/018424",TRUE,7.35,16,0,0,0,0,0
"10.1101/018416",TRUE,16.346,10,2,0,0,0,0
"10.1101/018366",TRUE,138.216,64,5,7,0,0,0
"10.1101/018473",TRUE,12.3,24,0,0,0,0,46
"10.1101/018457",TRUE,11.75,10,1,0,0,0,11
"10.1101/018465",TRUE,11.5,24,0,0,0,0,118
"10.1101/018515",TRUE,0.75,3,0,0,0,0,0
"10.1101/018432",TRUE,1.75,4,0,0,0,0,0
"10.1101/018531",TRUE,13.55,23,0,0,0,0,8
"10.1101/018499",TRUE,0.5,2,0,0,0,0,7
"10.1101/018507",TRUE,1,3,0,0,0,0,0
"10.1101/018572",TRUE,26.548,33,1,0,0,0,84
"10.1101/018564",TRUE,65.298,97,1,0,0,0,6
"10.1101/018580",TRUE,0.75,2,0,0,0,0,0
"10.1101/018648",TRUE,9.25,7,1,0,0,0,5
"10.1101/018622",TRUE,0.5,2,0,0,0,0,38
"10.1101/018481",TRUE,5.85,12,0,0,0,0,1
"10.1101/018606",TRUE,24.548,18,2,0,0,0,8
"10.1101/018655",TRUE,1.85,5,0,0,0,0,8
"10.1101/018713",TRUE,11.498,5,1,0,0,0,9
"10.1101/018754",TRUE,11.498,4,1,0,0,0,1
"10.1101/018721",TRUE,15.598,12,1,0,0,0,1
"10.1101/018705",TRUE,3.35,9,0,0,0,0,15
"10.1101/018739",TRUE,18.448,19,1,0,0,0,67
"10.1101/018770",TRUE,31.362,14,3,0,0,0,24
"10.1101/018796",TRUE,2.5,7,0,0,0,0,50
"10.1101/018747",TRUE,7.5,2,1,0,0,0,0
"10.1101/018697",TRUE,15.248,13,1,0,0,0,37
"10.1101/018820",TRUE,12.848,7,1,0,0,0,3
"10.1101/018788",TRUE,28.798,39,1,0,0,0,1
"10.1101/018762",TRUE,12.248,6,1,0,0,0,19
"10.1101/018804",TRUE,19.562,12,2,0,0,0,5
"10.1101/018861",TRUE,51,87,0,0,0,0,17
"10.1101/018846",TRUE,2.6,5,0,0,0,0,7
"10.1101/018853",TRUE,5.35,13,0,0,0,0,3
"10.1101/018895",TRUE,2.1,5,0,0,0,0,11
"10.1101/018887",TRUE,1.75,4,0,0,0,0,0
"10.1101/018911",TRUE,0.5,2,0,0,0,0,1
"10.1101/018879",TRUE,12.6,8,0,1,0,0,0
"10.1101/018986",TRUE,14.598,10,1,0,0,0,9
"10.1101/018929",TRUE,162.942,119,5,6,0,0,75
"10.1101/018937",TRUE,3.1,6,0,0,0,0,18
"10.1101/018952",TRUE,11.35,9,1,0,0,0,0
"10.1101/018960",TRUE,1.5,3,0,0,0,0,2
"10.1101/018945",TRUE,2.1,5,0,0,0,0,2
"10.1101/018978",TRUE,18.948,17,1,0,0,0,5
"10.1101/019026",TRUE,0.5,2,0,0,0,0,0
"10.1101/018994",TRUE,23.648,23,1,0,0,0,7
"10.1101/019000",TRUE,20.448,22,1,0,0,0,39
"10.1101/019018",TRUE,87.928,122,3,0,0,0,41
"10.1101/019075",TRUE,13,13,1,0,0,0,17
"10.1101/019034",TRUE,1.25,5,0,0,0,0,10
"10.1101/018671",TRUE,0.75,3,0,0,0,0,0
"10.1101/019042",TRUE,5.75,14,0,0,0,0,0
"10.1101/019067",TRUE,59.936,59,4,0,0,0,60
"10.1101/019133",TRUE,0.5,2,0,0,0,0,0
"10.1101/019083",TRUE,12.45,10,1,0,0,0,0
"10.1101/019117",TRUE,6.2,13,0,0,0,0,0
"10.1101/019141",TRUE,11.58,9,1,0,0,0,7
"10.1101/019125",TRUE,11.6,11,1,0,0,0,2
"10.1101/019109",TRUE,6.75,18,0,0,0,0,10
"10.1101/019166",TRUE,43.088,51,3,0,0,0,85
"10.1101/019216",TRUE,25.148,28,1,0,0,0,2
"10.1101/019174",TRUE,0.5,2,0,0,0,0,6
"10.1101/019182",TRUE,5.1,11,0,0,0,0,6
"10.1101/019208",TRUE,3.85,9,0,0,0,0,0
"10.1101/019190",TRUE,0.5,2,0,0,0,0,0
"10.1101/019307",TRUE,1.75,3,0,0,0,0,5
"10.1101/019315",TRUE,19.65,26,1,0,0,0,0
"10.1101/019299",TRUE,9.25,7,1,0,0,0,7
"10.1101/019240",TRUE,8.1,17,0,0,0,0,8
"10.1101/019265",TRUE,24.2,44,0,0,0,0,13
"10.1101/019281",TRUE,74.5,102,3,0,0,0,52
"10.1101/019224",TRUE,0.75,3,0,0,0,0,25
"10.1101/019232",TRUE,38.448,53,1,0,0,0,24
"10.1101/019257",TRUE,8.55,15,0,0,0,0,0
"10.1101/019323",TRUE,10.5,6,1,0,0,0,11
"10.1101/019273",TRUE,0.75,3,0,0,0,0,0
"10.1101/019349",TRUE,19.7,24,1,0,0,0,8
"10.1101/019356",TRUE,91.83,126,3,1,0,0,68
"10.1101/019398",TRUE,1.75,4,0,0,0,0,54
"10.1101/019372",TRUE,6.35,15,0,0,0,0,0
"10.1101/019406",TRUE,2.5,8,0,0,0,0,1
"10.1101/019380",TRUE,11.85,10,1,0,0,0,0
"10.1101/019414",TRUE,2.75,6,0,0,0,0,0
"10.1101/019430",TRUE,11.75,13,1,0,0,0,0
"10.1101/019521",TRUE,7.9,14,0,0,0,0,2
"10.1101/019505",TRUE,4.85,9,0,0,0,0,0
"10.1101/019448",TRUE,17.95,40,0,0,0,0,32
"10.1101/019497",TRUE,4.35,7,0,0,0,0,0
"10.1101/019513",TRUE,47.648,59,2,0,0,0,27
"10.1101/019547",TRUE,4.1,6,0,0,0,0,43
"10.1101/019471",TRUE,3.95,8,0,0,0,0,1
"10.1101/019539",TRUE,4.6,10,0,0,0,0,8
"10.1101/019554",TRUE,8.05,16,0,0,0,0,0
"10.1101/019570",TRUE,4.1,10,0,0,0,0,10
"10.1101/019596",TRUE,2.5,8,0,0,0,0,3
"10.1101/019620",TRUE,1.75,5,0,0,0,0,1
"10.1101/019604",TRUE,10.832,7,1,0,0,0,1
"10.1101/019562",TRUE,30.348,26,2,0,0,0,2
"10.1101/019588",TRUE,2.25,5,0,0,0,0,44
"10.1101/019455",TRUE,2.75,5,0,0,0,0,11
"10.1101/019638",TRUE,1.5,4,0,0,0,0,1
"10.1101/019687",TRUE,1.25,4,0,0,0,0,5
"10.1101/019653",TRUE,5.8,11,0,0,0,0,0
"10.1101/019711",TRUE,25.15,37,1,0,0,0,3
"10.1101/019661",TRUE,1.25,4,0,0,0,0,7
"10.1101/019737",TRUE,44.728,22,3,1,0,0,7
"10.1101/019752",TRUE,44.074,54,2,1,0,0,53
"10.1101/019612",TRUE,20.6,30,1,0,0,0,8
"10.1101/019695",TRUE,2.6,5,0,0,0,0,13
"10.1101/019646",TRUE,6.3,11,0,0,0,0,0
"10.1101/019802",TRUE,15.25,9,0,1,0,0,0
"10.1101/019786",TRUE,9.6,7,1,0,0,0,0
"10.1101/019745",TRUE,19.58,13,2,0,0,0,3
"10.1101/019760",TRUE,4.5,11,0,0,0,0,0
"10.1101/019794",TRUE,2,6,0,0,0,0,2
"10.1101/019836",TRUE,0.75,3,0,0,0,0,0
"10.1101/019844",TRUE,30,44,1,0,0,0,8
"10.1101/019828",TRUE,22.572,11,1,1,0,1,8
"10.1101/019901",TRUE,17.232,23,1,0,0,0,0
"10.1101/019927",TRUE,7.6,15,0,0,0,0,23
"10.1101/019893",TRUE,2.75,5,0,0,0,0,19
"10.1101/019869",TRUE,9.75,6,1,0,0,0,0
"10.1101/018523",TRUE,1,4,0,0,0,0,0
"10.1101/019885",TRUE,39.95,66,1,0,0,0,3
"10.1101/019877",TRUE,8.75,4,1,0,0,0,0
"10.1101/019851",TRUE,71.678,112,2,0,0,0,1
"10.1101/019935",TRUE,3.75,9,0,0,0,0,0
"10.1101/020115",TRUE,11.748,4,1,0,0,0,6
"10.1101/020099",TRUE,2.5,6,0,0,0,0,0
"10.1101/020123",TRUE,19.998,23,1,0,0,0,13
"10.1101/019943",TRUE,4.25,12,0,0,0,0,7
"10.1101/020024",TRUE,49.328,77,1,0,0,0,43
"10.1101/019984",TRUE,4.2,7,0,0,0,0,3
"10.1101/019976",TRUE,1,3,0,0,0,0,0
"10.1101/019968",TRUE,6.8,15,0,0,0,0,0
"10.1101/020131",TRUE,4.45,9,0,0,0,0,0
"10.1101/020180",TRUE,1.5,3,0,0,0,0,0
"10.1101/020172",TRUE,11.998,6,1,0,0,0,10
"10.1101/020149",TRUE,22.148,23,1,0,0,0,18
"10.1101/020206",TRUE,18.1,33,0,0,0,0,40
"10.1101/020255",TRUE,16.6,24,1,0,0,0,37
"10.1101/020214",TRUE,17.7,22,1,0,0,0,17
"10.1101/020230",TRUE,18.95,27,1,0,0,0,4
"10.1101/020263",TRUE,0.5,2,0,0,0,0,2
"10.1101/020222",TRUE,13.582,13,1,0,0,0,2
"10.1101/020271",TRUE,34.048,41,1,0,0,0,9
"10.1101/020289",TRUE,53.948,81,1,0,0,0,1
"10.1101/020297",TRUE,4,9,0,0,0,0,28
"10.1101/020313",TRUE,3.75,10,0,0,0,0,0
"10.1101/020198",TRUE,11.998,6,1,0,0,0,7
"10.1101/020305",TRUE,14.848,10,1,0,0,0,32
"10.1101/020321",TRUE,1.25,2,0,0,0,0,3
"10.1101/020362",TRUE,15.998,15,1,0,0,0,0
"10.1101/020370",TRUE,5,12,0,0,0,0,0
"10.1101/020420",TRUE,30.85,34,1,1,0,0,12
"10.1101/020347",TRUE,4.85,12,0,0,0,0,1
"10.1101/020404",TRUE,1.5,5,0,0,0,0,15
"10.1101/020388",TRUE,11.45,25,0,0,0,0,0
"10.1101/020339",TRUE,11.35,8,1,0,0,0,0
"10.1101/020479",TRUE,23.898,27,1,0,0,0,6
"10.1101/020461",TRUE,9.08,4,1,0,0,0,5
"10.1101/020487",TRUE,4.85,11,0,0,0,0,0
"10.1101/020511",TRUE,2,4,0,0,0,0,6
"10.1101/020107",TRUE,16.448,12,1,0,0,0,0
"10.1101/020354",TRUE,2,4,0,0,0,0,0
"10.1101/020453",TRUE,12.45,23,0,0,0,0,20
"10.1101/020537",TRUE,13.348,6,1,0,0,0,0
"10.1101/020545",TRUE,17.848,19,1,0,0,0,0
"10.1101/020529",TRUE,17.698,14,1,0,0,0,2
"10.1101/020560",TRUE,2.35,5,0,0,0,0,0
"10.1101/020578",TRUE,1.75,4,0,0,0,0,5
"10.1101/020552",TRUE,12.498,5,1,0,0,0,2
"10.1101/020677",TRUE,0.5,2,0,0,0,0,24
"10.1101/020602",TRUE,4.5,12,0,0,0,0,12
"10.1101/020610",TRUE,12.498,6,1,0,0,0,14
"10.1101/020594",TRUE,4.45,7,0,0,0,0,0
"10.1101/020644",TRUE,3.1,6,0,0,0,0,0
"10.1101/020503",TRUE,6.75,13,0,0,0,0,37
"10.1101/020669",TRUE,4.7,8,0,0,0,0,0
"10.1101/020586",TRUE,1,4,0,0,0,0,0
"10.1101/020651",TRUE,1.75,4,0,0,0,0,0
"10.1101/020719",TRUE,39.108,48,2,0,0,0,126
"10.1101/020735",TRUE,20.026,17,2,0,0,0,23
"10.1101/020701",TRUE,3.25,8,0,0,0,0,9
"10.1101/020743",TRUE,2,5,0,0,0,0,0
"10.1101/020693",TRUE,1.5,5,0,0,0,0,3
"10.1101/020784",TRUE,33.25,36,2,0,0,0,68
"10.1101/020800",TRUE,14.95,22,0,0,0,0,8
"10.1101/020792",TRUE,12.85,11,1,0,0,0,38
"10.1101/020685",TRUE,2,6,0,0,0,0,4
"10.1101/020826",TRUE,2.5,4,0,0,0,0,0
"10.1101/020818",TRUE,4.85,10,0,0,0,0,3
"10.1101/020834",TRUE,35.098,42,1,0,1,0,32
"10.1101/020933",TRUE,2,4,0,0,0,0,4
"10.1101/020966",TRUE,9.05,18,0,0,0,0,79
"10.1101/020974",TRUE,15.748,10,1,0,0,0,9
"10.1101/020875",TRUE,4.85,11,0,0,0,0,100
"10.1101/020867",TRUE,2,8,0,0,0,0,2
"10.1101/020859",TRUE,2.5,7,0,0,0,0,10
"10.1101/020883",TRUE,2.25,5,0,0,0,0,4
"10.1101/020909",TRUE,12.248,5,1,0,0,0,9
"10.1101/020842",TRUE,13.37,13,1,0,0,0,201
"10.1101/020891",TRUE,1.75,4,0,0,0,0,1
"10.1101/021055",TRUE,1.5,3,0,0,0,0,4
"10.1101/021071",TRUE,3.25,7,0,0,0,0,0
"10.1101/020990",TRUE,3.75,7,0,0,0,0,6
"10.1101/020917",TRUE,3.2,6,0,0,0,0,5
"10.1101/021006",TRUE,14.35,17,1,0,0,0,10
"10.1101/021048",TRUE,1.5,4,0,0,0,0,2
"10.1101/021030",TRUE,10.85,9,1,0,0,0,6
"10.1101/020776",TRUE,12.75,14,1,0,0,0,6
"10.1101/020164",TRUE,17.85,22,1,0,0,0,25
"10.1101/020958",TRUE,52.45,68,1,1,0,0,19
"10.1101/021063",TRUE,16,25,0,0,0,0,6
"10.1101/021105",TRUE,6.6,14,0,0,0,0,35
"10.1101/021113",TRUE,1.5,4,0,0,0,0,2
"10.1101/021121",TRUE,4.1,10,0,0,0,0,12
"10.1101/021154",TRUE,11.15,23,0,0,0,0,1
"10.1101/021246",TRUE,23.248,23,1,0,0,0,13
"10.1101/021279",TRUE,14.75,4,0,1,0,0,13
"10.1101/021212",TRUE,26.548,19,2,0,0,0,34
"10.1101/020636",TRUE,2.5,8,0,0,0,0,6
"10.1101/021253",TRUE,16.598,13,1,0,0,0,11
"10.1101/021261",TRUE,12.748,7,1,0,0,0,0
"10.1101/021220",TRUE,3.25,6,0,0,0,0,15
"10.1101/021238",TRUE,12.998,7,1,0,0,0,19
"10.1101/021204",TRUE,9.15,17,0,0,0,0,28
"10.1101/021147",TRUE,2.25,7,0,0,0,0,8
"10.1101/021287",TRUE,2,4,0,0,0,0,1
"10.1101/021303",TRUE,8.6,19,0,0,0,0,1
"10.1101/021378",TRUE,1.75,6,0,0,0,0,13
"10.1101/021329",TRUE,0.75,2,0,0,0,0,0
"10.1101/021402",TRUE,7.85,17,0,0,0,0,0
"10.1101/021311",TRUE,9.9,15,0,0,0,0,20
"10.1101/021410",TRUE,0.25,1,0,0,0,0,7
"10.1101/021428",TRUE,1.25,2,0,0,0,0,31
"10.1101/021436",TRUE,10.6,25,0,0,0,0,11
"10.1101/021444",TRUE,26.798,36,1,0,0,0,20
"10.1101/021485",TRUE,5.6,12,0,0,0,0,0
"10.1101/021469",TRUE,15.748,14,1,0,0,0,5
"10.1101/021519",TRUE,12.748,6,1,0,0,0,0
"10.1101/021527",TRUE,16.098,12,1,0,0,0,11
"10.1101/021501",TRUE,26.048,34,1,0,0,0,20
"10.1101/021550",TRUE,8.8,17,0,0,0,0,0
"10.1101/021576",TRUE,4.25,10,0,0,0,0,0
"10.1101/021584",TRUE,2,5,0,0,0,0,1
"10.1101/021568",TRUE,6,15,0,0,0,0,66
"10.1101/021626",TRUE,29.748,37,1,0,0,0,79
"10.1101/021592",TRUE,128.23,184,4,0,0,0,189
"10.1101/021618",TRUE,6.35,15,0,0,0,0,0
"10.1101/021535",TRUE,22.328,15,2,0,0,0,5
"10.1101/021600",TRUE,25.098,27,1,0,0,0,0
"10.1101/021659",TRUE,12.35,20,0,0,0,0,10
"10.1101/021642",TRUE,6,12,0,0,0,0,32
"10.1101/021683",TRUE,12.748,7,1,0,0,0,2
"10.1101/021634",TRUE,33.248,46,1,0,0,0,43
"10.1101/021691",TRUE,2,4,0,0,0,0,22
"10.1101/021360",TRUE,27.648,34,1,0,0,0,22
"10.1101/021733",TRUE,4.6,11,0,0,0,0,11
"10.1101/021741",TRUE,18.7,37,0,0,0,0,56
"10.1101/021766",TRUE,10.75,5,0,1,0,0,0
"10.1101/021717",TRUE,2.25,4,0,0,0,0,0
"10.1101/021709",TRUE,20.698,21,1,0,0,0,0
"10.1101/021386",TRUE,30.748,41,1,0,0,0,16
"10.1101/021725",TRUE,3.5,10,0,0,0,0,8
"10.1101/021667",TRUE,56.138,68,2,0,0,0,22
"10.1101/021774",TRUE,25.322,25,2,0,0,0,12
"10.1101/021758",TRUE,35.9,62,1,0,0,0,143
"10.1101/021782",TRUE,2.75,7,0,0,0,0,0
"10.1101/021832",TRUE,2,4,0,0,0,0,1
"10.1101/021790",TRUE,5.2,11,0,0,0,0,8
"10.1101/021824",TRUE,11.75,11,1,0,0,0,0
"10.1101/021022",TRUE,7.35,17,0,0,0,0,20
"10.1101/021881",TRUE,7.9,14,0,0,0,0,2
"10.1101/021907",TRUE,5.6,12,0,0,0,0,6
"10.1101/021543",TRUE,15.25,24,0,0,0,0,0
"10.1101/021840",TRUE,2.5,6,0,0,0,0,0
"10.1101/021162",TRUE,3.75,7,0,0,0,0,2
"10.1101/021923",TRUE,3.85,8,0,0,0,0,4
"10.1101/021931",TRUE,45.45,75,1,0,0,0,47
"10.1101/021915",TRUE,18.846,28,1,0,0,0,43
"10.1101/021972",TRUE,1.25,5,0,0,0,0,0
"10.1101/021980",TRUE,4.1,9,0,0,0,0,13
"10.1101/021964",TRUE,7.75,3,1,0,0,0,7
"10.1101/022103",TRUE,32.9,44,0,1,0,0,23
"10.1101/022046",TRUE,1.5,3,0,0,0,0,1
"10.1101/022038",TRUE,2.1,5,0,0,0,0,9
"10.1101/022020",TRUE,13.998,10,1,0,0,0,0
"10.1101/022012",TRUE,2.25,5,0,0,0,0,7
"10.1101/021998",TRUE,1.25,4,0,0,0,0,0
"10.1101/022004",TRUE,11.498,5,1,0,0,0,2
"10.1101/022053",TRUE,15.948,10,1,0,0,0,37
"10.1101/021170",TRUE,11.248,3,1,0,0,0,16
"10.1101/022111",TRUE,0.75,3,0,0,0,0,0
"10.1101/022152",TRUE,3,9,0,0,0,0,9
"10.1101/022137",TRUE,1.25,4,0,0,0,0,0
"10.1101/022178",TRUE,11.998,4,1,0,0,0,1
"10.1101/022160",TRUE,20.638,11,2,0,0,0,10
"10.1101/022079",TRUE,0.75,3,0,0,0,0,48
"10.1101/022061",TRUE,4.25,10,0,0,0,0,7
"10.1101/022236",TRUE,7.8,14,0,0,0,0,5
"10.1101/022194",TRUE,35.148,32,2,0,0,0,24
"10.1101/022269",TRUE,20.048,17,1,0,0,0,23
"10.1101/022145",TRUE,3,8,0,0,0,0,5
"10.1101/022277",TRUE,2.25,6,0,0,0,0,12
"10.1101/022202",TRUE,2,6,0,0,0,0,0
"10.1101/022251",TRUE,13.198,6,1,0,0,0,7
"10.1101/022293",TRUE,25.198,33,1,0,0,0,23
"10.1101/022285",TRUE,26.948,36,1,0,0,0,31
"10.1101/022244",TRUE,16.098,12,1,0,0,0,0
"10.1101/022335",TRUE,21.798,21,1,0,0,0,1
"10.1101/022343",TRUE,2,5,0,0,0,0,0
"10.1101/022368",TRUE,418.782,523,15,3,0,1,1
"10.1101/022384",TRUE,13.748,9,1,0,0,0,0
"10.1101/022400",TRUE,1.85,4,0,0,0,0,11
"10.1101/022418",TRUE,60.448,67,3,0,0,0,66
"10.1101/022434",TRUE,2,5,0,0,0,0,13
"10.1101/022376",TRUE,0.5,2,0,0,0,0,3
"10.1101/022459",TRUE,4.75,11,0,0,0,0,5
"10.1101/022442",TRUE,0.5,2,0,0,0,0,0
"10.1101/021857",TRUE,18.998,6,2,0,0,0,3
"10.1101/022491",TRUE,3.25,8,0,0,0,0,6
